curriculum,run_seed,trained_steps,checkpoint_kind,group,mean_return,mean_success,mean_length
baseline,0,500000,final,unseen_combo,163.26875068653905,1.0,172.9333333333333
baseline,1,100000,mid,unseen_combo,75.48265292992109,0.6833333333333332,561.0666666666666
baseline,1,200000,mid,unseen_combo,174.03004447157934,0.9666666666666667,209.83333333333334
baseline,1,300000,mid,unseen_combo,194.50871658328106,0.9833333333333334,216.30000000000004
baseline,1,400000,mid,unseen_combo,169.51853748721683,0.9499999999999998,209.6
baseline,1,500000,final,unseen_combo,170.28678777107794,0.9666666666666667,210.76666666666665
baseline,2,100000,mid,unseen_combo,166.68637355379823,0.8833333333333333,426.48333333333335
baseline,2,200000,mid,unseen_combo,191.34468907982748,0.8333333333333334,383.28333333333336
baseline,2,300000,mid,unseen_combo,203.5718982506011,0.85,288.8666666666667
baseline,2,400000,mid,unseen_combo,241.6714012205789,0.9333333333333332,272.2166666666667
baseline,2,500000,final,unseen_combo,235.98035820686482,0.9499999999999998,256.95
baseline,3,100000,mid,unseen_combo,62.280405230962685,0.7000000000000001,647.7166666666666
baseline,3,200000,mid,unseen_combo,190.40864088434864,0.9166666666666666,394.06666666666666
baseline,3,300000,mid,unseen_combo,207.9576197091151,0.9166666666666666,349.7
baseline,3,400000,mid,unseen_combo,228.91452379317425,0.8833333333333333,326.9666666666667
baseline,3,500000,final,unseen_combo,235.72097025514856,0.9166666666666666,290.34999999999997
baseline,4,100000,mid,unseen_combo,66.24065093667983,0.5499999999999999,680.15
baseline,4,200000,mid,unseen_combo,189.37208946967243,0.8333333333333334,473.43333333333334
baseline,4,300000,mid,unseen_combo,205.98870567422045,0.85,380.1833333333334
baseline,4,400000,mid,unseen_combo,191.31000653127353,0.9166666666666666,270.34999999999997
baseline,4,500000,final,unseen_combo,196.8952220856896,0.9166666666666666,264.40000000000003
baseline,5,100000,mid,unseen_combo,165.8088331965805,0.8833333333333333,517.4833333333332
baseline,5,200000,mid,unseen_combo,206.2493124186199,0.9500000000000001,263.4166666666667
baseline,5,300000,mid,unseen_combo,162.2636681810375,0.9833333333333334,195.61666666666667
baseline,5,400000,mid,unseen_combo,181.04472717906944,0.9833333333333334,213.58333333333334
baseline,5,500000,final,unseen_combo,170.8512993381345,0.9499999999999998,211.5
baseline,6,100000,mid,unseen_combo,69.87907463291269,0.5666666666666668,672.0500000000001
baseline,6,200000,mid,unseen_combo,190.09462942546793,0.9166666666666666,302.35
baseline,6,300000,mid,unseen_combo,201.51694796088609,0.9833333333333334,212.8166666666667
baseline,6,400000,mid,unseen_combo,223.88193401781382,1.0,189.54999999999998
baseline,6,500000,final,unseen_combo,192.49650413471545,0.9666666666666667,186.0
baseline,7,100000,mid,unseen_combo,44.584662466939506,0.6833333333333332,641.0666666666666
baseline,7,200000,mid,unseen_combo,204.33387696447448,0.9499999999999998,327.9666666666667
baseline,7,300000,mid,unseen_combo,216.0528375564551,0.9499999999999998,290.76666666666665
baseline,7,400000,mid,unseen_combo,199.93214303625265,0.9666666666666667,231.45000000000002
baseline,7,500000,final,unseen_combo,220.7739325209735,0.9499999999999998,242.08333333333334
baseline,8,100000,mid,unseen_combo,163.1314521040134,0.8999999999999999,346.56666666666666
baseline,8,200000,mid,unseen_combo,177.84342689905353,0.9166666666666666,252.08333333333334
baseline,8,300000,mid,unseen_combo,171.30836348506867,1.0,202.0
baseline,8,400000,mid,unseen_combo,182.84749750181368,0.9833333333333334,193.48333333333335
baseline,8,500000,final,unseen_combo,163.63763131148335,1.0,190.0
baseline,9,100000,mid,unseen_combo,190.84272767455434,0.9,472.6666666666667
baseline,9,200000,mid,unseen_combo,202.41438953205457,0.9500000000000001,261.28333333333336
baseline,9,300000,mid,unseen_combo,202.41792686978383,0.9833333333333334,205.9
baseline,9,400000,mid,unseen_combo,202.5944897199636,0.9666666666666667,193.71666666666667
baseline,9,500000,final,unseen_combo,210.41239704018736,0.9833333333333334,198.79999999999998
joint,0,100000,mid,unseen_combo,-245.64520731713546,0.2833333333333333,836.7000000000002
joint,0,200000,mid,unseen_combo,-18.919463536617062,0.35000000000000003,804.9666666666667
joint,0,250000,mid,unseen_combo,130.04509976512168,0.9833333333333334,367.3666666666666
joint,0,350000,mid,unseen_combo,206.97725078299982,0.9166666666666666,439.7
joint,0,400000,mid,unseen_combo,240.5202340196996,0.9333333333333332,349.55
joint,0,500000,final,unseen_combo,238.77155786139213,0.9666666666666667,306.78333333333336
joint,1,100000,mid,unseen_combo,-193.63988813686433,0.7999999999999999,540.1166666666667
joint,1,200000,mid,unseen_combo,61.888300139210436,0.5499999999999999,841.7166666666667
joint,1,250000,mid,unseen_combo,215.78048571112,0.9,371.8
joint,1,350000,mid,unseen_combo,182.4046813147986,0.9666666666666667,259.36666666666673
joint,1,400000,mid,unseen_combo,174.37546479486977,0.9500000000000001,249.98333333333335
joint,1,500000,final,unseen_combo,186.63842810440823,1.0,213.11666666666667
joint,2,100000,mid,unseen_combo,-214.64663640320964,0.4666666666666666,709.4499999999999
joint,2,200000,mid,unseen_combo,-7.863786943504039,0.3,882.5333333333333
joint,2,250000,mid,unseen_combo,134.25153244242009,0.85,471.8833333333334
joint,2,350000,mid,unseen_combo,229.57133844115057,0.9166666666666666,320.9166666666667
joint,2,400000,mid,unseen_combo,227.7361036840617,0.9666666666666667,312.6666666666667
joint,2,500000,final,unseen_combo,227.7800752376693,0.9166666666666666,308.95
joint,3,100000,mid,unseen_combo,-31.334552788434703,1.0,361.51666666666665
joint,3,200000,mid,unseen_combo,32.52626321521884,0.5333333333333333,823.6333333333333
joint,3,250000,mid,unseen_combo,197.78322411670192,0.9333333333333332,361.2166666666667
joint,3,350000,mid,unseen_combo,222.23751623342568,0.9500000000000001,293.3666666666667
joint,3,400000,mid,unseen_combo,211.5398517841661,0.9833333333333334,277.73333333333335
joint,3,500000,final,unseen_combo,208.07132389438706,0.9333333333333332,305.18333333333334
joint,4,100000,mid,unseen_combo,-166.3109193223543,0.5166666666666667,712.8000000000001
joint,4,200000,mid,unseen_combo,104.25916363894657,0.9,625.35
joint,4,250000,mid,unseen_combo,145.31989994193327,0.9666666666666667,317.51666666666665
joint,4,350000,mid,unseen_combo,202.77906131542673,0.9833333333333334,299.5333333333333
joint,4,400000,mid,unseen_combo,201.0711593555337,0.9833333333333334,234.65
joint,4,500000,final,unseen_combo,209.74960862214652,0.9666666666666667,261.08333333333337
joint,5,100000,mid,unseen_combo,-144.43717101002986,0.7000000000000001,609.8333333333334
joint,5,200000,mid,unseen_combo,65.96751478363244,0.5666666666666667,762.0166666666668
joint,5,250000,mid,unseen_combo,147.538752114123,0.8666666666666666,417.3666666666666
joint,5,350000,mid,unseen_combo,201.4014952742323,0.9333333333333332,347.55
joint,5,400000,mid,unseen_combo,167.6705306123874,0.9666666666666667,259.3666666666666
joint,5,500000,final,unseen_combo,183.41815139404312,0.9500000000000001,255.81666666666663
joint,6,100000,mid,unseen_combo,-186.96925968376266,0.06666666666666667,947.85
joint,6,200000,mid,unseen_combo,166.4365066776733,0.8666666666666666,534.5666666666667
joint,6,250000,mid,unseen_combo,133.43234792939944,0.9333333333333332,375.8500000000001
joint,6,350000,mid,unseen_combo,216.25394114427476,0.9,383.5833333333333
joint,6,400000,mid,unseen_combo,236.26270022204721,0.9333333333333332,339.03333333333336
joint,6,500000,final,unseen_combo,208.1260377863342,0.9500000000000001,297.7333333333333
joint,7,100000,mid,unseen_combo,-174.2608902422987,0.35000000000000003,818.0333333333333
joint,7,200000,mid,unseen_combo,-18.515017856698563,0.35000000000000003,872.0333333333333
joint,7,250000,mid,unseen_combo,195.25041623415953,0.9333333333333332,402.90000000000003
joint,7,350000,mid,unseen_combo,209.1488794309039,0.9166666666666666,365.93333333333334
joint,7,400000,mid,unseen_combo,216.84183295010394,0.9166666666666666,336.51666666666665
joint,7,500000,final,unseen_combo,216.57933325108738,0.9,372.2
joint,8,100000,mid,unseen_combo,-178.54296118049083,0.3333333333333333,758.3166666666666
joint,8,200000,mid,unseen_combo,-5.527101642701072,0.3,869.75
joint,8,250000,mid,unseen_combo,169.66710332908994,1.0,364.5666666666666
joint,8,350000,mid,unseen_combo,196.80029891652953,0.9499999999999998,254.1833333333333
joint,8,400000,mid,unseen_combo,178.07403574675354,0.85,358.1666666666667
joint,8,500000,final,unseen_combo,198.29572976980208,0.9833333333333334,230.98333333333335
joint,9,100000,mid,unseen_combo,-100.57907833447837,0.13333333333333333,883.2666666666668
joint,9,200000,mid,unseen_combo,139.98522332604702,0.9833333333333334,524.9499999999999
joint,9,250000,mid,unseen_combo,152.85151861273235,0.9166666666666666,298.1333333333333
joint,9,350000,mid,unseen_combo,190.67246602953318,0.9166666666666666,316.18333333333334
joint,9,400000,mid,unseen_combo,207.0148037708061,0.9499999999999998,276.59999999999997
joint,9,500000,final,unseen_combo,207.92491393717205,0.9166666666666666,280.7666666666667
param,0,100000,mid,unseen_combo,-245.64520731713546,0.2833333333333333,836.7000000000002
param,0,200000,mid,unseen_combo,128.59914268426814,0.9166666666666666,594.4333333333333
param,0,225000,mid,unseen_combo,175.10539950553962,0.8833333333333333,401.01666666666665
param,0,325000,mid,unseen_combo,203.8862149498601,0.9499999999999998,308.81666666666666
param,0,350000,mid,unseen_combo,175.50377932409242,1.0,208.13333333333333
param,0,450000,mid,unseen_combo,232.28911526329895,0.9333333333333332,298.05
param,0,500000,final,unseen_combo,245.38080329408976,0.9833333333333334,298.78333333333336
param,1,100000,mid,unseen_combo,-193.63988813686433,0.7999999999999999,540.1166666666667
param,1,200000,mid,unseen_combo,-32.89755147357381,0.4000000000000001,828.1666666666666
param,1,225000,mid,unseen_combo,36.493801031379775,0.9,327.25
param,1,325000,mid,unseen_combo,135.43336946847532,0.9500000000000001,339.93333333333334
param,1,350000,mid,unseen_combo,202.3053569069227,0.9333333333333332,303.96666666666664
param,1,450000,mid,unseen_combo,222.34907389257046,0.9166666666666666,311.48333333333335
param,1,500000,final,unseen_combo,229.19297153798405,0.9166666666666666,323.15000000000003
param,2,100000,mid,unseen_combo,-214.64663640320964,0.4666666666666666,709.4499999999999
param,2,200000,mid,unseen_combo,48.59562425439763,0.35000000000000003,872.9666666666667
param,2,225000,mid,unseen_combo,176.04317653582686,0.9333333333333332,328.65
param,2,325000,mid,unseen_combo,183.9797103861481,0.9,327.06666666666666
param,2,350000,mid,unseen_combo,172.9479354457726,0.9500000000000001,262.45
param,2,450000,mid,unseen_combo,193.86569314703812,0.9666666666666667,223.70000000000002
param,2,500000,final,unseen_combo,180.2574516515629,0.9833333333333334,194.1833333333333
param,3,100000,mid,unseen_combo,-31.334552788434703,1.0,361.51666666666665
param,3,200000,mid,unseen_combo,3.7181876150922357,0.3666666666666667,897.9333333333334
param,3,225000,mid,unseen_combo,103.09314660524423,0.9500000000000001,291.86666666666673
param,3,325000,mid,unseen_combo,159.87955316205327,0.85,317.0
param,3,350000,mid,unseen_combo,152.98644520077707,0.9333333333333332,277.84999999999997
param,3,450000,mid,unseen_combo,128.90129991137516,0.9500000000000001,242.33333333333334
param,3,500000,final,unseen_combo,142.90116176001683,0.9666666666666667,227.54999999999998
param,4,100000,mid,unseen_combo,-166.3109193223543,0.5166666666666667,712.8000000000001
param,4,200000,mid,unseen_combo,-2.4094108475692386,0.3,845.5
param,4,225000,mid,unseen_combo,123.28042203939202,0.8833333333333333,533.2333333333332
param,4,325000,mid,unseen_combo,165.45316155103657,0.9833333333333334,275.4833333333333
param,4,350000,mid,unseen_combo,162.0110853560215,0.9166666666666666,292.15000000000003
param,4,450000,mid,unseen_combo,190.56160715077462,0.9499999999999998,240.9333333333333
param,4,500000,final,unseen_combo,192.5513879554444,1.0,218.0
param,5,100000,mid,unseen_combo,-144.43717101002986,0.7000000000000001,609.8333333333334
param,5,200000,mid,unseen_combo,-27.831431767205256,0.26666666666666666,936.4166666666666
param,5,225000,mid,unseen_combo,117.04658423974143,0.7166666666666667,569.6333333333333
param,5,325000,mid,unseen_combo,166.4049878332044,0.8833333333333334,463.40000000000003
param,5,350000,mid,unseen_combo,194.4514520680715,0.9499999999999998,296.18333333333334
param,5,450000,mid,unseen_combo,193.92349362930736,1.0,259.26666666666665
param,5,500000,final,unseen_combo,175.56316106621458,1.0,218.08333333333334
param,6,100000,mid,unseen_combo,-186.96925968376266,0.06666666666666667,947.85
param,6,200000,mid,unseen_combo,74.5967656792355,0.5166666666666667,746.7999999999998
param,6,225000,mid,unseen_combo,191.64033656139668,0.8833333333333333,381.48333333333335
param,6,325000,mid,unseen_combo,203.65350106705696,0.9333333333333332,326.8333333333333
param,6,350000,mid,unseen_combo,161.65577914438927,0.9,316.40000000000003
param,6,450000,mid,unseen_combo,212.03936721215157,0.9499999999999998,298.40000000000003
param,6,500000,final,unseen_combo,234.39012851408452,0.9666666666666667,307.0833333333333
param,7,100000,mid,unseen_combo,-174.2608902422987,0.35000000000000003,818.0333333333333
param,7,200000,mid,unseen_combo,-59.176841499686994,0.13333333333333333,924.8333333333334
param,7,225000,mid,unseen_combo,106.32840326366012,0.8000000000000002,557.3666666666667
param,7,325000,mid,unseen_combo,192.04653894879084,0.9166666666666666,363.61666666666673
param,7,350000,mid,unseen_combo,176.86116051177535,0.85,331.13333333333327
param,7,450000,mid,unseen_combo,177.9262146328846,0.9166666666666666,252.6
param,7,500000,final,unseen_combo,174.77072932953027,0.9166666666666666,257.5333333333333
param,8,100000,mid,unseen_combo,-178.54296118049083,0.3333333333333333,758.3166666666666
param,8,200000,mid,unseen_combo,-50.919847020733606,0.20000000000000004,911.1333333333333
param,8,225000,mid,unseen_combo,118.0381512726429,0.8833333333333333,481.4333333333334
param,8,325000,mid,unseen_combo,188.80577876168513,0.9499999999999998,353.3
param,8,350000,mid,unseen_combo,181.49648071504615,0.9666666666666667,311.45000000000005
param,8,450000,mid,unseen_combo,213.2085638444465,0.9833333333333334,297.01666666666665
param,8,500000,final,unseen_combo,241.90863030696127,0.9500000000000001,285.18333333333334
param,9,100000,mid,unseen_combo,-100.57907833447837,0.13333333333333333,883.2666666666668
param,9,200000,mid,unseen_combo,-67.42556499827445,0.08333333333333333,958.2666666666668
param,9,225000,mid,unseen_combo,121.0053902577986,0.8166666666666668,527.4
param,9,325000,mid,unseen_combo,191.6025366182807,0.9166666666666666,398.40000000000003
param,9,350000,mid,unseen_combo,180.06227833718148,0.9666666666666667,274.1
param,9,450000,mid,unseen_combo,221.01891568887243,0.9,323.36666666666673
param,9,500000,final,unseen_combo,226.49462228157077,0.9666666666666667,276.93333333333334
baseline,0,100000,mid,unseen_range,93.06363551623504,0.6999999999999998,521.6833333333334
baseline,0,200000,mid,unseen_range,127.19788601662283,0.9499999999999998,216.85
baseline,0,300000,mid,unseen_range,95.67481457043202,0.9499999999999998,160.61666666666667
baseline,0,400000,mid,unseen_range,96.80204233364992,0.9666666666666667,153.55
baseline,0,500000,final,unseen_range,105.73287284837242,0.9833333333333334,156.93333333333334
baseline,1,100000,mid,unseen_range,54.958545268029944,0.6499999999999999,589.8166666666666
baseline,1,200000,mid,unseen_range,127.93728562441946,0.9666666666666667,204.54999999999998
baseline,1,300000,mid,unseen_range,147.54152138674866,0.9833333333333334,189.96666666666667
baseline,1,400000,mid,unseen_range,114.00693689761863,1.0,157.61666666666667
baseline,1,500000,final,unseen_range,97.94796070509697,0.9500000000000001,198.29999999999998
baseline,2,100000,mid,unseen_range,134.88866620462878,0.9500000000000001,421.0333333333333
baseline,2,200000,mid,unseen_range,169.4523378031838,0.9166666666666666,344.6499999999999
baseline,2,300000,mid,unseen_range,180.2133586614392,0.9,276.68333333333334
baseline,2,400000,mid,unseen_range,194.56105734539346,0.9666666666666667,245.51666666666665
baseline,2,500000,final,unseen_range,221.41155940723183,0.9666666666666667,244.06666666666663
baseline,3,100000,mid,unseen_range,28.347443265078397,0.6666666666666666,650.4666666666666
baseline,3,200000,mid,unseen_range,155.09727563081367,0.9333333333333332,361.75
baseline,3,300000,mid,unseen_range,184.9280510816412,0.9,319.06666666666666
baseline,3,400000,mid,unseen_range,196.0578275816995,0.9833333333333334,262.05
baseline,3,500000,final,unseen_range,196.67239882394324,0.9833333333333334,240.5333333333333
baseline,4,100000,mid,unseen_range,17.808769993297773,0.5833333333333334,701.4833333333332
baseline,4,200000,mid,unseen_range,160.85114894408318,0.85,456.06666666666666
baseline,4,300000,mid,unseen_range,170.78495711339417,0.9666666666666667,277.6666666666667
baseline,4,400000,mid,unseen_range,149.89525793951017,0.9333333333333332,222.7833333333333
baseline,4,500000,final,unseen_range,155.6609937248101,0.9833333333333334,186.1
baseline,5,100000,mid,unseen_range,135.73562667604838,0.9666666666666667,460.15000000000003
baseline,5,200000,mid,unseen_range,185.68373196436474,1.0,225.80000000000004
baseline,5,300000,mid,unseen_range,122.16485432288903,0.9833333333333334,197.06666666666663
baseline,5,400000,mid,unseen_range,154.8149822544128,0.9500000000000001,205.48333333333335
baseline,5,500000,final,unseen_range,109.37095612252187,0.9333333333333332,209.48333333333335
baseline,6,100000,mid,unseen_range,-4.206947400858678,0.4833333333333334,666.9666666666666
baseline,6,200000,mid,unseen_range,158.7641293425985,1.0,225.53333333333333
baseline,6,300000,mid,unseen_range,119.49836342263454,1.0,183.30000000000004
baseline,6,400000,mid,unseen_range,165.1192733921603,0.9833333333333334,171.4333333333333
baseline,6,500000,final,unseen_range,157.76073683563084,0.9666666666666667,197.41666666666666
baseline,7,100000,mid,unseen_range,16.963396625068807,0.7333333333333334,607.7499999999999
baseline,7,200000,mid,unseen_range,192.96898426794905,0.8666666666666667,358.8
baseline,7,300000,mid,unseen_range,187.37914762344636,0.9666666666666667,256.7166666666667
baseline,7,400000,mid,unseen_range,191.5172848689307,0.9666666666666667,214.5
baseline,7,500000,final,unseen_range,177.39814341855427,0.9833333333333334,209.91666666666666
baseline,8,100000,mid,unseen_range,128.89226614567937,0.8666666666666667,344.68333333333334
baseline,8,200000,mid,unseen_range,172.39197795863643,0.9500000000000001,219.61666666666667
baseline,8,300000,mid,unseen_range,162.66586524772242,0.9333333333333332,213.54999999999998
baseline,8,400000,mid,unseen_range,193.78984932999322,0.9333333333333332,197.45000000000002
baseline,8,500000,final,unseen_range,144.33780486870629,1.0,176.1
baseline,9,100000,mid,unseen_range,161.193124168099,0.9333333333333332,440.0833333333333
baseline,9,200000,mid,unseen_range,183.7912028707615,0.9666666666666667,248.16666666666666
baseline,9,300000,mid,unseen_range,178.015868562348,1.0,182.04999999999998
baseline,9,400000,mid,unseen_range,179.25889210541436,0.9833333333333334,176.6833333333333
baseline,9,500000,final,unseen_range,182.39735039743758,1.0,180.38333333333335
joint,0,100000,mid,unseen_range,-260.3075016460834,0.3666666666666667,771.0333333333334
joint,0,200000,mid,unseen_range,-58.267049748110445,0.4166666666666667,718.7666666666668
joint,0,250000,mid,unseen_range,85.84264831438664,0.9166666666666666,374.06666666666666
joint,0,350000,mid,unseen_range,125.5665398225771,0.9333333333333332,406.01666666666665
joint,0,400000,mid,unseen_range,203.1266549055706,0.9166666666666666,331.53333333333336
joint,0,500000,final,unseen_range,206.58313573562472,0.9666666666666667,296.96666666666664
joint,1,100000,mid,unseen_range,-193.88168035373187,0.8166666666666668,485.0
joint,1,200000,mid,unseen_range,32.38627961036419,0.5833333333333334,778.1
joint,1,250000,mid,unseen_range,177.4433087852632,0.9,386.23333333333335
joint,1,350000,mid,unseen_range,153.48739378655253,0.9499999999999998,222.98333333333335
joint,1,400000,mid,unseen_range,106.50133875005952,0.9333333333333332,213.98333333333335
joint,1,500000,final,unseen_range,135.98398299166277,0.9333333333333332,226.31666666666663
joint,2,100000,mid,unseen_range,-230.9466467652305,0.5,672.8833333333333
joint,2,200000,mid,unseen_range,-49.92155618134947,0.3333333333333333,806.4333333333334
joint,2,250000,mid,unseen_range,101.13265969004432,0.9666666666666667,389.6666666666667
joint,2,350000,mid,unseen_range,195.04718057510334,0.9666666666666667,323.0833333333333
joint,2,400000,mid,unseen_range,189.3617815006479,0.9166666666666666,274.34999999999997
joint,2,500000,final,unseen_range,190.60008188427324,0.9666666666666667,253.65
joint,3,100000,mid,unseen_range,-58.87027661981576,0.9833333333333334,303.55
joint,3,200000,mid,unseen_range,49.268750371652146,0.8333333333333334,679.6
joint,3,250000,mid,unseen_range,125.55129041022799,0.9166666666666666,314.1166666666666
joint,3,350000,mid,unseen_range,180.73451785712794,0.9500000000000001,293.45
joint,3,400000,mid,unseen_range,139.1287556879487,0.9166666666666666,276.75
joint,3,500000,final,unseen_range,152.54145772795331,0.9666666666666667,273.8333333333333
joint,4,100000,mid,unseen_range,-181.7575337868113,0.6333333333333333,663.5500000000001
joint,4,200000,mid,unseen_range,104.06200493908314,0.9666666666666667,522.3833333333333
joint,4,250000,mid,unseen_range,89.42889701585192,1.0,255.6
joint,4,350000,mid,unseen_range,184.85387007030508,0.9500000000000001,308.18333333333334
joint,4,400000,mid,unseen_range,158.927498299324,0.9833333333333334,220.13333333333333
joint,4,500000,final,unseen_range,148.6473824926334,1.0,212.76666666666665
joint,5,100000,mid,unseen_range,-148.96156898723615,0.75,537.8000000000001
joint,5,200000,mid,unseen_range,-5.031581174745928,0.4833333333333334,767.8000000000001
joint,5,250000,mid,unseen_range,101.01093859955311,0.9,380.56666666666666
joint,5,350000,mid,unseen_range,162.940596767029,0.9166666666666666,359.2
joint,5,400000,mid,unseen_range,141.50327442930424,0.9500000000000001,252.68333333333337
joint,5,500000,final,unseen_range,139.39878192771417,0.9666666666666667,224.1833333333333
joint,6,100000,mid,unseen_range,-194.41060321199947,0.06666666666666667,945.6833333333334
joint,6,200000,mid,unseen_range,138.44507357215886,0.9166666666666666,487.5833333333333
joint,6,250000,mid,unseen_range,102.70768502395948,0.9500000000000001,360.4166666666667
joint,6,350000,mid,unseen_range,166.2407261196727,0.9,403.21666666666664
joint,6,400000,mid,unseen_range,198.21206881181214,0.9499999999999998,319.73333333333335
joint,6,500000,final,unseen_range,203.45090602433675,1.0,280.01666666666665
joint,7,100000,mid,unseen_range,-179.61871207585827,0.45,720.0666666666666
joint,7,200000,mid,unseen_range,-67.77072958195656,0.4666666666666666,773.8833333333332
joint,7,250000,mid,unseen_range,154.93732562271086,0.9666666666666667,391.5
joint,7,350000,mid,unseen_range,189.23142320579686,0.9333333333333332,359.8833333333334
joint,7,400000,mid,unseen_range,193.82503829535563,0.9166666666666666,319.9166666666667
joint,7,500000,final,unseen_range,203.41099498090387,0.9666666666666667,340.3
joint,8,100000,mid,unseen_range,-196.0135797446229,0.5166666666666666,617.6333333333333
joint,8,200000,mid,unseen_range,-70.88616847183873,0.2333333333333333,869.2666666666668
joint,8,250000,mid,unseen_range,146.96588751160482,0.9333333333333332,377.93333333333334
joint,8,350000,mid,unseen_range,184.5071676050878,0.9333333333333332,246.60000000000002
joint,8,400000,mid,unseen_range,144.60233944170406,0.9333333333333332,247.1
joint,8,500000,final,unseen_range,153.19174192874087,0.9666666666666667,224.16666666666666
joint,9,100000,mid,unseen_range,-133.57085055434848,0.35000000000000003,761.3333333333334
joint,9,200000,mid,unseen_range,91.21215958057428,0.9500000000000001,463.05
joint,9,250000,mid,unseen_range,122.20105937382216,0.9666666666666667,244.44999999999996
joint,9,350000,mid,unseen_range,155.54596815493417,0.9666666666666667,272.70000000000005
joint,9,400000,mid,unseen_range,171.82115526968084,0.9833333333333334,238.46666666666667
joint,9,500000,final,unseen_range,163.57660741456243,0.9166666666666666,272.78333333333336
param,0,100000,mid,unseen_range,-260.3075016460834,0.3666666666666667,771.0333333333334
param,0,200000,mid,unseen_range,95.78175482301235,0.9833333333333334,561.65
param,0,225000,mid,unseen_range,135.60901538295263,0.9,376.76666666666665
param,0,325000,mid,unseen_range,169.36358975105472,0.9833333333333334,278.8666666666666
param,0,350000,mid,unseen_range,111.55231986259834,0.9833333333333334,189.95000000000002
param,0,450000,mid,unseen_range,184.21231998473255,0.9499999999999998,271.24999999999994
param,0,500000,final,unseen_range,207.17997892140133,0.9666666666666667,266.31666666666666
param,1,100000,mid,unseen_range,-193.88168035373187,0.8166666666666668,485.0
param,1,200000,mid,unseen_range,-53.58502309418642,0.65,678.3833333333333
param,1,225000,mid,unseen_range,-17.82583569820551,0.9833333333333334,252.53333333333333
param,1,325000,mid,unseen_range,90.8976537138504,0.9333333333333332,325.9166666666667
param,1,350000,mid,unseen_range,143.32876778244602,0.9166666666666666,305.93333333333334
param,1,450000,mid,unseen_range,193.20478874398808,0.9500000000000001,291.7
param,1,500000,final,unseen_range,198.86987928429286,0.9666666666666667,274.8333333333333
param,2,100000,mid,unseen_range,-230.9466467652305,0.5,672.8833333333333
param,2,200000,mid,unseen_range,33.90338431883166,0.5333333333333333,742.5666666666666
param,2,225000,mid,unseen_range,133.12300984442598,0.9333333333333332,295.51666666666665
param,2,325000,mid,unseen_range,141.77011813080688,0.9833333333333334,280.24999999999994
param,2,350000,mid,unseen_range,102.36743697824075,0.9666666666666667,216.9
param,2,450000,mid,unseen_range,131.82715212992164,0.9833333333333334,197.98333333333335
param,2,500000,final,unseen_range,142.02435862922962,0.9833333333333334,187.70000000000002
param,3,100000,mid,unseen_range,-58.87027661981576,0.9833333333333334,303.55
param,3,200000,mid,unseen_range,1.884482237178285,0.6166666666666666,785.4
param,3,225000,mid,unseen_range,54.54903109960333,0.9500000000000001,274.8333333333333
param,3,325000,mid,unseen_range,131.68409101204023,0.8833333333333333,306.1
param,3,350000,mid,unseen_range,111.2374945379222,0.9166666666666666,239.0666666666667
param,3,450000,mid,unseen_range,102.23698501863684,1.0,187.0
param,3,500000,final,unseen_range,97.04612405171177,0.9166666666666666,210.25
param,4,100000,mid,unseen_range,-181.7575337868113,0.6333333333333333,663.5500000000001
param,4,200000,mid,unseen_range,-48.48881749943816,0.3666666666666667,771.0666666666666
param,4,225000,mid,unseen_range,65.248415672177,0.9833333333333334,413.31666666666666
param,4,325000,mid,unseen_range,126.5069163007759,0.9666666666666667,283.6333333333334
param,4,350000,mid,unseen_range,133.97507921290673,0.9666666666666667,244.94999999999996
param,4,450000,mid,unseen_range,148.22469219973584,0.9833333333333334,209.9666666666667
param,4,500000,final,unseen_range,149.57140333261208,1.0,196.6
param,5,100000,mid,unseen_range,-148.96156898723615,0.75,537.8000000000001
param,5,200000,mid,unseen_range,-51.70000335357906,0.25,926.9499999999999
param,5,225000,mid,unseen_range,130.26974119423932,0.9,491.0333333333333
param,5,325000,mid,unseen_range,134.2628455118958,0.9333333333333332,421.8666666666666
param,5,350000,mid,unseen_range,179.06754496922977,0.9333333333333332,284.8333333333333
param,5,450000,mid,unseen_range,141.1955626382362,0.9833333333333334,242.5
param,5,500000,final,unseen_range,111.5730092306324,0.9833333333333334,209.03333333333333
param,6,100000,mid,unseen_range,-194.41060321199947,0.06666666666666667,945.6833333333334
param,6,200000,mid,unseen_range,19.208483883463824,0.45,786.0
param,6,225000,mid,unseen_range,172.217451995505,0.9499999999999998,356.5
param,6,325000,mid,unseen_range,175.79984257133137,0.9833333333333334,298.06666666666666
param,6,350000,mid,unseen_range,152.24205970815498,0.9500000000000001,249.58333333333334
param,6,450000,mid,unseen_range,170.49947909083778,0.9499999999999998,317.4166666666667
param,6,500000,final,unseen_range,193.57826933268151,0.9833333333333334,254.29999999999998
param,7,100000,mid,unseen_range,-179.61871207585827,0.45,720.0666666666666
param,7,200000,mid,unseen_range,-91.32555563237499,0.25,866.3666666666667
param,7,225000,mid,unseen_range,69.5146795818871,0.8166666666666668,514.5500000000001
param,7,325000,mid,unseen_range,180.13628794158785,0.8833333333333333,421.8666666666666
param,7,350000,mid,unseen_range,179.00869256581504,0.9499999999999998,262.65000000000003
param,7,450000,mid,unseen_range,142.48600072092393,0.9499999999999998,237.15
param,7,500000,final,unseen_range,124.61316848676718,0.9333333333333332,224.26666666666668
