curriculum,run_seed,trained_steps,checkpoint_kind,group,mean_return,mean_success,mean_length
param,7,450000,mid,training_like,232.85915910444805,0.975,238.1625
param,7,500000,final,training_like,204.93182394823447,0.95,267.83750000000003
param,8,100000,mid,training_like,-182.51094711062115,0.3625,710.4125
param,8,200000,mid,training_like,-76.85078256846369,0.0,1000.0
param,8,225000,mid,training_like,130.54587494615276,0.9,644.7
param,8,325000,mid,training_like,206.9468503038712,0.95,378.07500000000005
param,8,350000,mid,training_like,221.2583140816645,0.9125000000000001,373.0
param,8,450000,mid,training_like,237.73629562771316,0.975,327.95
param,8,500000,final,training_like,246.33816538174898,0.9375,305.525
param,9,100000,mid,training_like,-108.00526719997957,0.1625,871.1624999999999
param,9,200000,mid,training_like,-85.24152852370757,0.0,1000.0
param,9,225000,mid,training_like,154.4037669792633,0.85,646.2750000000001
param,9,325000,mid,training_like,200.81636509580443,0.925,404.225
param,9,350000,mid,training_like,214.7592493633246,0.9624999999999999,297.3125
param,9,450000,mid,training_like,232.16694698611946,0.975,291.0125
param,9,500000,final,training_like,243.9253795035059,0.9875,276.55
baseline,0,100000,mid,unseen_combo,125.09425079903026,0.7166666666666667,515.0666666666667
baseline,0,200000,mid,unseen_combo,168.46053624758957,0.9833333333333334,222.36666666666667
baseline,0,300000,mid,unseen_combo,162.53844245833795,0.9500000000000001,218.0666666666667
baseline,0,400000,mid,unseen_combo,165.75292055530414,1.0,175.9
