curriculum,checkpoint_idx,mean_return,std_return,mean_success,std_success,mean_length,std_length,n_seeds
joint,1,-176.36975152522604,114.38664126083357,0.9866666666666667,0.02330686329267006,284.39,95.19773579888634,10
joint,2,-205.01192422618004,71.77711189347859,0.8966666666666667,0.11595018087284056,419.8966666666667,113.66542896035162,10
joint,3,-197.19432740369638,65.50579638254608,0.7166666666666667,0.1957890020745122,549.1733333333334,137.13837456298575,10
joint,4,-172.48655909275737,51.400796797908285,0.3366666666666666,0.3056868404829433,810.1033333333332,161.33115505875668,10
joint,5,-139.39918097823298,46.935583590070515,0.20333333333333337,0.24517567397911064,898.8566666666666,94.03668715381353,10
joint,6,-102.21029668005366,28.607736383756194,0.18333333333333332,0.06526300069150405,916.6533333333333,33.42605326742955,10
joint,7,-25.338395307205406,68.74909617051624,0.4,0.2703450013465875,845.2700000000001,104.99261637766324,10
joint,8,23.998783361685923,72.65868435551117,0.6233333333333333,0.28590337658156595,729.0366666666666,127.69641897779708,10
joint,9,58.21331656734096,58.398874054697345,0.77,0.18754423346552898,624.22,140.5198612560068,10
joint,10,105.48415858299495,47.176206282899614,0.8866666666666667,0.08491099188685687,500.27666666666664,112.79209219501338,10
joint,11,117.66133950216211,41.71273511909673,0.9199999999999999,0.08344437046897152,462.67333333333335,103.66667952840221,10
joint,12,145.34678977591483,22.006693949479004,0.9133333333333333,0.05018484351393871,444.46000000000004,65.30744725271896,10
joint,13,155.4321449717616,32.770729998807134,0.9233333333333335,0.06675919504799908,417.31000000000006,67.79213336132013,10
joint,14,158.29735156572167,25.79838296129575,0.9366666666666668,0.05762801102173304,379.62333333333333,52.637246940090805,10
joint,15,169.53994769449824,28.064498500016693,0.9400000000000001,0.03784308081316978,341.12666666666667,54.157857517300265,10
joint,16,168.2255790116555,27.828181353364815,0.9400000000000001,0.046613726585340076,337.74333333333334,54.333951484781764,10
joint,17,164.6580054224071,27.49354541724061,0.96,0.037843080813169803,310.76666666666665,53.67377684668422,10
joint,18,167.2088348265055,28.275447208166497,0.95,0.03928371006591931,298.56666666666666,39.81053585964524,10
joint,19,174.17388446635377,26.025984247366587,0.9366666666666668,0.06564024661218634,308.3066666666667,57.62625816092548,10
joint,20,185.2724344687014,18.434082601394582,0.9283333333333333,0.02731842411809833,317.8276666666667,33.35208161826792,10
param,1,-176.36975152522604,114.38664126083357,0.9866666666666667,0.02330686329267006,284.39,95.19773579888634,10
param,2,-205.01192422618004,71.77711189347859,0.8966666666666667,0.11595018087284056,419.8966666666667,113.66542896035162,10
param,3,-197.19432740369638,65.50579638254608,0.7166666666666667,0.1957890020745122,549.1733333333334,137.13837456298575,10
param,4,-172.48655909275737,51.400796797908285,0.3366666666666666,0.3056868404829433,810.1033333333332,161.33115505875668,10
param,5,-130.2080658526427,56.01754999920741,0.2033333333333333,0.2574566965865987,891.0066666666668,101.82527858063878,10
param,6,-83.14183035624,40.43909141060426,0.22666666666666666,0.16390301257409576,901.3233333333334,64.90551927300771,10
param,7,-21.027133023127448,60.90343113925444,0.5133333333333334,0.24353365676084412,780.4300000000001,119.43498717081954,10
param,8,14.536955825666478,63.15185956971862,0.6433333333333333,0.261075647709932,677.5233333333333,157.72054364885028,10
param,9,38.8076180864125,74.5133251433597,0.7433333333333334,0.23988165806610393,582.3199999999999,151.04986193348032,10
param,10,71.0820690421319,63.705823278510366,0.8233333333333333,0.19183969645462448,512.7333333333333,102.11276023332803,10
param,11,100.32302829680819,58.10073092122621,0.8400000000000001,0.15776212754932306,475.43999999999994,115.0854967211575,10
param,12,123.98240611239692,30.192280578143386,0.8699999999999999,0.1104983101373495,433.68666666666667,105.36055227317595,10
