curriculum,checkpoint_idx,mean_return,std_return,mean_success,std_success,mean_length,std_length,n_seeds
baseline,1,-238.56493748596532,279.2845792357583,1.0,0.0,229.32666666666665,102.76971716138999,10
baseline,2,-181.62096517746468,85.44061978312678,0.8966666666666667,0.18422342849089055,376.59000000000003,185.6017760464725,10
baseline,3,-200.1042428084329,43.15146721814456,0.8566666666666667,0.1771168268978709,466.97333333333336,153.0213547592155,10
baseline,4,-187.84948322260317,69.85602130945878,0.6133333333333334,0.2500370342939592,625.3366666666667,183.3625366976513,10
baseline,5,-173.59133296662705,48.87113370040433,0.5233333333333333,0.23520414038515772,695.77,132.71119246295044,10
baseline,6,-162.14403876171784,40.31761255048564,0.46333333333333326,0.24867550376512665,727.0633333333333,128.08101549747406,10
baseline,7,-133.69439195377393,26.48393064839329,0.33333333333333337,0.15153535218873174,786.8466666666666,79.86144050173617,10
baseline,8,-121.21564626360586,35.587791451914946,0.3233333333333333,0.12575696726151922,800.2566666666667,57.368976969425894,10
baseline,9,-99.87547587534195,39.226460801549344,0.31666666666666665,0.15335748602046953,801.15,88.76805015541944,10
baseline,10,-77.88605945943601,61.503439379897664,0.38,0.16644429609843556,752.3466666666667,109.36610416733667,10
baseline,11,-46.043470591874346,80.84059148170888,0.4800000000000001,0.21499353995462803,710.0799999999999,110.63045056670695,10
baseline,12,-25.508348149826187,96.37887482801503,0.5333333333333333,0.23306863292670035,664.1366666666667,121.99147759142144,10
baseline,13,6.301826557082931,77.86570118178966,0.6333333333333333,0.22110831935702666,613.58,134.3174259490564,10
baseline,14,42.778457623395106,88.57450762241805,0.7,0.19436506316151,590.2,110.35117792364431,10
baseline,15,78.60686380010202,62.23724717983377,0.7666666666666667,0.1555555555555556,544.2866666666666,92.56359202138407,10
baseline,16,99.62611788298314,58.644616137583604,0.8366666666666667,0.1261490398176442,499.9866666666667,95.94709344602755,10
baseline,17,119.12242823076198,53.46200886418224,0.9066666666666666,0.12452378423219468,420.90333333333336,101.10242386367949,10
baseline,18,123.54878024427376,57.99667164382191,0.8633333333333333,0.11160999114531274,424.17333333333335,103.43826547961879,10
baseline,19,135.8164555140857,47.790176875717265,0.8733333333333333,0.09787873575797884,403.6166666666667,98.63428053317111,10
baseline,20,153.0357719310067,35.753639049470166,0.8720000000000001,0.0806792154304263,410.64833333333337,88.57644867500923,10
