curriculum,checkpoint_idx,mean_return,std_return,mean_success_strict,std_success_strict,mean_success_soft,std_success_soft,mean_length,std_length,n_seeds
baseline,17,148.2405724060033,52.15959281322519,0.42833333333333334,0.13878885286294554,0.6566666666666666,0.14890547171334176,511.8016666666666,115.13023206968599,10
baseline,18,158.82084641625292,51.32646048408719,0.4666666666666667,0.14444444444444443,0.6633333333333333,0.13512682657140757,486.59333333333336,104.93488963032456,10
baseline,19,164.1659777893696,41.18939481596895,0.45999999999999996,0.15137232325267913,0.6966666666666667,0.10880949486528971,479.0416666666667,108.702323805047,10
baseline,20,165.13576199736815,34.74985184185119,0.4686666666666667,0.08133454765335153,0.7146666666666667,0.09314398783139899,430.7878333333333,88.17360822652765,10
joint,1,-178.58804959279266,120.46213012834576,0.095,0.12498148010953611,0.17666666666666667,0.23703414350085766,289.6816666666667,89.71652525773047,10
joint,2,-187.35588398058263,76.09954152757444,0.018333333333333333,0.029865955679368027,0.043333333333333335,0.07706018170844312,499.325,167.25820215544465,10
joint,3,-175.75671802663257,70.48151614709255,0.018333333333333333,0.03464992473225039,0.035,0.07635605354901633,663.0033333333333,190.997235097304,10
joint,4,-142.54019404896744,50.49921146720483,0.01,0.026293687924887187,0.02333333333333333,0.05730576425878945,851.3583333333333,166.74981837774922,10
joint,5,-115.1934518291743,41.94137535755165,0.019999999999999997,0.0519971509191004,0.03833333333333333,0.10972749635706686,925.7266666666667,82.46211707861023,10
joint,6,-82.29670772774259,30.267684281152523,0.03333333333333334,0.03042903097250923,0.056666666666666664,0.047271216413739214,948.775,39.773149366046304,10
joint,7,-18.21601784641781,62.65560732287759,0.13166666666666665,0.10105920523615333,0.23666666666666666,0.17687269607625694,870.3616666666667,80.5869433294574,10
joint,8,50.73593377903407,79.528249370558,0.2816666666666667,0.14874993515923476,0.4666666666666667,0.27295818881196104,768.5083333333333,125.62488357589348,10
joint,9,89.63905136188512,62.235571269955535,0.37,0.059212944864329875,0.6,0.17881641043812313,670.3333333333334,132.8701187505683,10
joint,10,149.7440028635562,41.85922441457181,0.4716666666666667,0.12423842072879548,0.7333333333333334,0.1217161238900369,534.7933333333333,105.98829722260916,10
joint,11,152.3119095869566,44.66290524892697,0.39,0.11199647260759245,0.67,0.09289579984923778,500.54833333333335,106.84872468143637,10
joint,12,168.7520435907896,32.64562919847909,0.43499999999999994,0.12728164551085366,0.7316666666666667,0.06594516989210633,473.59833333333336,62.594382784502635,10
joint,13,174.22235176108248,37.982221328200445,0.44333333333333325,0.12477139589893149,0.75,0.08923543557893897,461.5133333333333,63.52455916638813,10
joint,14,181.6558563170634,31.13744602689422,0.4633333333333334,0.12064640713902575,0.74,0.07625493305232664,450.2366666666667,55.71563813987356,10
joint,15,191.75841176612911,30.268030871857544,0.4883333333333333,0.11628243606956125,0.7766666666666666,0.09787873575797884,403.83333333333337,49.63746531565609,10
joint,16,190.08163137820608,25.822446764525637,0.475,0.11817804103434804,0.7533333333333333,0.10564323843559748,385.34000000000003,52.81526925678469,10
joint,17,193.04950094057813,16.409343777916128,0.4916666666666666,0.10311506218483656,0.75,0.11358360166811597,375.945,40.80434121935653,10
joint,18,202.73628666911435,22.367589728282276,0.5616666666666668,0.1283922423717047,0.8133333333333332,0.11105554165971783,345.31666666666666,42.809140739615366,10
joint,19,203.16330650610212,25.90369441274765,0.5149999999999999,0.1142474031906304,0.795,0.0867983330328639,352.19666666666666,50.24283856591402,10
