curriculum,run_seed,checkpoint_idx,trained_steps,actual_timesteps,checkpoint_kind,group,n_cases_used,expected_cases,coverage,is_valid,mean_return,mean_success_strict,mean_success_soft,mean_length
param,4,11,275000,360448,mid,training_like,4,4,1.0,True,217.21480680938072,0.675,0.85,458.55
param,4,12,300000,393216,mid,training_like,4,4,1.0,True,197.61170767664004,0.44999999999999996,0.8,472.1
param,4,13,325000,425984,mid,training_like,4,4,1.0,True,226.09394005693113,0.55,0.75,423.85
param,4,14,350000,458752,mid,training_like,4,4,1.0,True,217.7130303360417,0.5249999999999999,0.7,481.15
param,4,15,375000,491520,mid,training_like,4,4,1.0,True,230.72636508543928,0.575,0.75,439.975
param,4,16,400000,524288,mid,training_like,4,4,1.0,True,231.44431529557863,0.6499999999999999,0.825,402.375
param,4,17,425000,557056,mid,training_like,4,4,1.0,True,235.91643394041154,0.6,0.85,351.5
param,4,18,450000,589824,mid,training_like,4,4,1.0,True,230.11792504362649,0.625,0.8250000000000001,341.625
param,4,19,475000,622592,mid,training_like,4,4,1.0,True,247.55499051598085,0.7249999999999999,0.975,278.65
param,4,20,500000,655360,final,training_like,4,4,1.0,True,242.58572176439495,0.665,0.8425,324.90749999999997
param,5,1,25000,32768,mid,training_like,4,4,1.0,True,-112.51719193147801,0.025,0.025,311.575
param,5,2,50000,65536,mid,training_like,4,4,1.0,True,-205.0741797388901,0.0,0.0,418.6
param,5,3,75000,98304,mid,training_like,4,4,1.0,True,-147.55914065205897,0.0,0.0,708.7
param,5,4,100000,131072,mid,training_like,4,4,1.0,True,-125.60637250982612,0.0,0.0,847.9000000000001
param,5,5,125000,163840,mid,training_like,4,4,1.0,True,-133.61178778746543,0.0,0.0,888.075
param,5,6,150000,196608,mid,training_like,4,4,1.0,True,-87.70417546850163,0.0,0.0,956.9000000000001
param,5,7,175000,229376,mid,training_like,4,4,1.0,True,-61.04005545227624,0.0,0.0,978.725
param,5,8,200000,262144,mid,training_like,4,4,1.0,True,-55.74286321774389,0.0,0.0,990.675
param,5,9,225000,294912,mid,training_like,4,4,1.0,True,-54.77768498362602,0.0,0.0,1000.0
param,5,10,250000,327680,mid,training_like,4,4,1.0,True,-51.04941900717993,0.0,0.025,983.325
param,5,11,275000,360448,mid,training_like,4,4,1.0,True,114.42668853507166,0.5499999999999999,0.7250000000000001,736.775
param,5,12,300000,393216,mid,training_like,4,4,1.0,True,139.6177000467282,0.5,0.625,675.7249999999999
param,5,13,325000,425984,mid,training_like,4,4,1.0,True,134.48049732484571,0.45,0.625,717.5
param,5,14,350000,458752,mid,training_like,4,4,1.0,True,210.6080553399435,0.6000000000000001,0.7999999999999999,518.8
param,5,15,375000,491520,mid,training_like,4,4,1.0,True,208.48091023568622,0.6,0.7750000000000001,454.75
param,5,16,400000,524288,mid,training_like,4,4,1.0,True,190.81647277274718,0.47500000000000003,0.6000000000000001,544.95
param,5,17,425000,557056,mid,training_like,4,4,1.0,True,216.68520031987453,0.65,0.825,434.925
param,5,18,450000,589824,mid,training_like,4,4,1.0,True,222.555856313612,0.6499999999999999,0.7749999999999999,468.625
param,5,19,475000,622592,mid,training_like,4,4,1.0,True,221.5666543827688,0.475,0.725,391.5
param,5,20,500000,655360,final,training_like,4,4,1.0,True,227.6228464602756,0.655,0.8275,348.30249999999995
param,6,1,25000,32768,mid,training_like,4,4,1.0,True,-162.61834381104637,0.0,0.025,231.075
param,6,2,50000,65536,mid,training_like,4,4,1.0,True,-186.15017870162836,0.0,0.0,780.925
param,6,3,75000,98304,mid,training_like,4,4,1.0,True,-196.42990967269833,0.0,0.0,944.975
param,6,4,100000,131072,mid,training_like,4,4,1.0,True,-161.49346691870562,0.0,0.0,1000.0
param,6,5,125000,163840,mid,training_like,4,4,1.0,True,-117.65535443467779,0.0,0.0,1000.0
param,6,6,150000,196608,mid,training_like,4,4,1.0,True,-58.12538388341545,0.0,0.0,1000.0
param,6,7,175000,229376,mid,training_like,4,4,1.0,True,143.36267103789564,0.575,0.7749999999999999,745.125
param,6,8,200000,262144,mid,training_like,4,4,1.0,True,197.40170733115656,0.675,0.875,573.45
param,6,9,225000,294912,mid,training_like,4,4,1.0,True,206.76802728521633,0.7250000000000001,0.875,513.575
param,6,10,250000,327680,mid,training_like,4,4,1.0,True,208.4718899578882,0.7250000000000001,0.875,517.35
param,6,11,275000,360448,mid,training_like,4,4,1.0,True,214.9187409281348,0.6,0.9,500.35
param,6,12,300000,393216,mid,training_like,4,4,1.0,True,229.25696045117832,0.725,0.95,440.875
param,6,13,325000,425984,mid,training_like,4,4,1.0,True,216.14288952308362,0.7250000000000001,0.925,504.94999999999993
param,6,14,350000,458752,mid,training_like,4,4,1.0,True,226.65416600483292,0.75,0.975,443.54999999999995
param,6,15,375000,491520,mid,training_like,4,4,1.0,True,209.28184580768914,0.8250000000000001,0.95,520.55
param,6,16,400000,524288,mid,training_like,4,4,1.0,True,165.59720125336636,0.7,0.775,666.4
param,6,17,425000,557056,mid,training_like,4,4,1.0,True,228.87644751769142,0.8,0.95,443.8
param,6,18,450000,589824,mid,training_like,4,4,1.0,True,235.47272291410923,0.825,0.975,397.3
param,6,19,475000,622592,mid,training_like,4,4,1.0,True,231.1753986500889,0.775,0.95,420.45000000000005
param,6,20,500000,655360,final,training_like,4,4,1.0,True,237.28317248955426,0.6875,0.9275,374.14250000000004
param,7,1,25000,32768,mid,training_like,4,4,1.0,True,-205.13573855800934,0.15000000000000002,0.22499999999999998,285.0
param,7,2,50000,65536,mid,training_like,4,4,1.0,True,-167.21369090920996,0.05,0.125,305.425
param,7,3,75000,98304,mid,training_like,4,4,1.0,True,-161.2278341358364,0.05,0.1,690.1750000000001
param,7,4,100000,131072,mid,training_like,4,4,1.0,True,-162.58510698926338,0.0,0.0,945.55
param,7,5,125000,163840,mid,training_like,4,4,1.0,True,-124.0102481428493,0.0,0.0,1000.0
param,7,6,150000,196608,mid,training_like,4,4,1.0,True,-82.87341231854917,0.0,0.0,1000.0
param,7,7,175000,229376,mid,training_like,4,4,1.0,True,-55.2427574607629,0.025,0.025,991.85
param,7,8,200000,262144,mid,training_like,4,4,1.0,True,-69.48430480256793,0.0,0.0,1000.0
param,7,9,225000,294912,mid,training_like,4,4,1.0,True,-45.52307910812607,0.025,0.025,966.25
param,7,10,250000,327680,mid,training_like,4,4,1.0,True,-21.44242154980466,0.0,0.1,965.75
param,7,11,275000,360448,mid,training_like,4,4,1.0,True,-38.68467116000765,0.0,0.025,972.35
param,7,12,300000,393216,mid,training_like,4,4,1.0,True,129.51854966575448,0.425,0.7,744.325
param,7,13,325000,425984,mid,training_like,4,4,1.0,True,202.73126291754426,0.625,0.85,557.125
param,7,14,350000,458752,mid,training_like,4,4,1.0,True,215.70696313815426,0.55,0.8500000000000001,470.575
param,7,15,375000,491520,mid,training_like,4,4,1.0,True,228.950218546055,0.7499999999999999,0.875,429.34999999999997
param,7,16,400000,524288,mid,training_like,4,4,1.0,True,216.41557213592122,0.7000000000000001,0.85,406.9
param,7,17,425000,557056,mid,training_like,4,4,1.0,True,228.73451150866435,0.7500000000000001,0.95,355.25
param,7,18,450000,589824,mid,training_like,4,4,1.0,True,234.6399288685311,0.6000000000000001,0.9,361.97499999999997
param,7,19,475000,622592,mid,training_like,4,4,1.0,True,219.86527739076791,0.6,0.875,335.5
param,7,20,500000,655360,final,training_like,4,4,1.0,True,239.22516796759027,0.65,0.8575,294.3125
param,8,1,25000,32768,mid,training_like,4,4,1.0,True,-171.21197574810236,0.0,0.0,436.1
param,8,2,50000,65536,mid,training_like,4,4,1.0,True,-222.63638974426348,0.0,0.0,505.075
param,8,3,75000,98304,mid,training_like,4,4,1.0,True,-200.7614355243113,0.0,0.0,657.9
param,8,4,100000,131072,mid,training_like,4,4,1.0,True,-145.28673925853184,0.0,0.0,912.175
param,8,5,125000,163840,mid,training_like,4,4,1.0,True,-118.96769343630213,0.0,0.0,956.675
param,8,6,150000,196608,mid,training_like,4,4,1.0,True,-99.65542976246945,0.0,0.0,1000.0
param,8,7,175000,229376,mid,training_like,4,4,1.0,True,-72.17125741589945,0.0,0.0,1000.0
param,8,8,200000,262144,mid,training_like,4,4,1.0,True,-62.04905890178361,0.0,0.0,1000.0
param,8,9,225000,294912,mid,training_like,4,4,1.0,True,-63.60046122996252,0.025,0.05,996.775
param,8,10,250000,327680,mid,training_like,4,4,1.0,True,-49.80195814630193,0.05,0.05,987.025
param,8,11,275000,360448,mid,training_like,4,4,1.0,True,11.962147543614357,0.3,0.3,890.425
param,8,12,300000,393216,mid,training_like,4,4,1.0,True,188.0021771536084,0.7,0.9,587.1
param,8,13,325000,425984,mid,training_like,4,4,1.0,True,211.38871053008384,0.7749999999999999,0.975,510.025
param,8,14,350000,458752,mid,training_like,4,4,1.0,True,213.83076043254778,0.75,0.95,495.925
param,8,15,375000,491520,mid,training_like,4,4,1.0,True,222.3174601750374,0.825,0.925,474.1
param,8,16,400000,524288,mid,training_like,4,4,1.0,True,227.2129478680718,0.8500000000000001,0.975,473.15
param,8,17,425000,557056,mid,training_like,4,4,1.0,True,227.75318469460984,0.65,0.9,462.32500000000005
param,8,18,450000,589824,mid,training_like,4,4,1.0,True,240.93685015372608,0.825,1.0,398.775
param,8,19,475000,622592,mid,training_like,4,4,1.0,True,240.70368798064163,0.825,0.95,407.0
param,8,20,500000,655360,final,training_like,4,4,1.0,True,240.17997818859072,0.68,0.925,346.115
param,9,1,25000,32768,mid,training_like,4,4,1.0,True,-154.24375577269154,0.07500000000000001,0.2,369.70000000000005
param,9,2,50000,65536,mid,training_like,4,4,1.0,True,-186.33227704362235,0.0,0.0,619.075
param,9,3,75000,98304,mid,training_like,4,4,1.0,True,-128.47807218524585,0.0,0.0,866.125
param,9,4,100000,131072,mid,training_like,4,4,1.0,True,-114.41209954215405,0.0,0.0,956.6
param,9,5,125000,163840,mid,training_like,4,4,1.0,True,-97.09193385626293,0.0,0.0,1000.0
param,9,6,150000,196608,mid,training_like,4,4,1.0,True,-76.16571470431191,0.0,0.0,1000.0
param,9,7,175000,229376,mid,training_like,4,4,1.0,True,-62.83902522524352,0.0,0.0,1000.0
param,9,8,200000,262144,mid,training_like,4,4,1.0,True,-42.48179919304462,0.025,0.025,998.425
param,9,9,225000,294912,mid,training_like,4,4,1.0,True,-32.72239367266766,0.0,0.0,982.875
param,9,10,250000,327680,mid,training_like,4,4,1.0,True,155.0447285286653,0.7,0.95,602.2249999999999
param,9,11,275000,360448,mid,training_like,4,4,1.0,True,190.4477576968439,0.7,0.95,545.725
param,9,12,300000,393216,mid,training_like,4,4,1.0,True,185.67643771340926,0.6000000000000001,0.9,469.275
param,9,13,325000,425984,mid,training_like,4,4,1.0,True,181.37767929609842,0.39999999999999997,0.65,459.95000000000005
param,9,14,350000,458752,mid,training_like,4,4,1.0,True,213.66230619039365,0.575,0.775,367.6
param,9,15,375000,491520,mid,training_like,4,4,1.0,True,216.99186755853378,0.55,0.875,450.95
param,9,16,400000,524288,mid,training_like,4,4,1.0,True,213.99322876357556,0.475,0.875,458.3
param,9,17,425000,557056,mid,training_like,4,4,1.0,True,234.43607061850653,0.65,0.9,386.54999999999995
param,9,18,450000,589824,mid,training_like,4,4,1.0,True,235.40382511225505,0.7249999999999999,0.9249999999999999,407.6
param,9,19,475000,622592,mid,training_like,4,4,1.0,True,230.80541967472348,0.44999999999999996,0.9249999999999999,394.57500000000005
param,9,20,500000,655360,final,training_like,4,4,1.0,True,243.4286567376957,0.68,0.9349999999999999,337.2075
baseline,0,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-475.7620298042059,0.0,0.0,290.6666666666667
baseline,0,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-238.27223859528704,0.0,0.0,315.8666666666667
baseline,0,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-235.76464476881372,0.0,0.0,376.1666666666667
baseline,0,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-245.5730777804924,0.0,0.0,764.9333333333334
baseline,0,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-160.11232311886366,0.0,0.0,890.8000000000001
baseline,0,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-119.48320175446486,0.03333333333333333,0.06666666666666667,888.3333333333334
baseline,0,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-92.84181531902844,0.03333333333333333,0.06666666666666667,899.6
baseline,0,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-61.37428197542577,0.0,0.0,970.3333333333334
baseline,0,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-58.9358742109917,0.06666666666666667,0.10000000000000002,913.1333333333333
baseline,0,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-67.1691076416418,0.03333333333333333,0.06666666666666667,914.5666666666666
baseline,0,11,275000,360448,mid,unseen_combo,3,3,1.0,True,7.443042824312424,0.06666666666666667,0.20000000000000004,854.9333333333334
baseline,0,12,300000,393216,mid,unseen_combo,3,3,1.0,True,42.91385406147808,0.19999999999999998,0.3333333333333333,829.6666666666666
baseline,0,13,325000,425984,mid,unseen_combo,3,3,1.0,True,42.67915413771865,0.10000000000000002,0.3,797.7000000000002
baseline,0,14,350000,458752,mid,unseen_combo,3,3,1.0,True,107.4131193919746,0.4333333333333333,0.5666666666666668,673.6333333333333
baseline,0,15,375000,491520,mid,unseen_combo,3,3,1.0,True,108.56882772411562,0.4666666666666666,0.5333333333333333,620.4
baseline,0,16,400000,524288,mid,unseen_combo,3,3,1.0,True,138.20904222136187,0.46666666666666673,0.6666666666666666,514.4
baseline,0,17,425000,557056,mid,unseen_combo,3,3,1.0,True,199.74874246789852,0.8000000000000002,0.9333333333333332,387.4666666666667
baseline,0,18,450000,589824,mid,unseen_combo,3,3,1.0,True,183.62208534635488,0.8333333333333334,0.9333333333333332,361.3333333333333
baseline,0,19,475000,622592,mid,unseen_combo,3,3,1.0,True,198.3899977401751,0.8333333333333334,0.8666666666666667,351.8
baseline,0,20,500000,655360,final,unseen_combo,3,3,1.0,True,191.70601614474162,0.6366666666666666,0.86,358.89000000000004
baseline,1,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-153.9816061840509,0.0,0.06666666666666667,179.5
baseline,1,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-174.29298533658437,0.0,0.0,240.29999999999998
baseline,1,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-201.84264461641143,0.0,0.0,353.3
baseline,1,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-217.97354490312281,0.0,0.0,475.0333333333333
baseline,1,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-170.4730171178154,0.03333333333333333,0.06666666666666667,762.4333333333334
baseline,1,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-114.22791259774094,0.0,0.03333333333333333,883.9666666666667
baseline,1,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-87.6567229551426,0.0,0.0,940.4666666666667
baseline,1,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-105.52265747720618,0.0,0.0,917.7666666666668
baseline,1,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-68.75649839474836,0.03333333333333333,0.06666666666666667,898.6999999999999
baseline,1,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-73.33243736247347,0.0,0.03333333333333333,926.3000000000001
baseline,1,11,275000,360448,mid,unseen_combo,3,3,1.0,True,-27.445747025047712,0.13333333333333333,0.16666666666666666,838.1
baseline,1,12,300000,393216,mid,unseen_combo,3,3,1.0,True,-56.0391763324192,0.03333333333333333,0.10000000000000002,927.1
baseline,1,13,325000,425984,mid,unseen_combo,3,3,1.0,True,-6.7952993263021755,0.13333333333333333,0.2333333333333333,838.6333333333333
baseline,1,14,350000,458752,mid,unseen_combo,3,3,1.0,True,20.807696375343813,0.06666666666666667,0.13333333333333333,826.1999999999999
baseline,1,15,375000,491520,mid,unseen_combo,3,3,1.0,True,62.1689270261646,0.2333333333333333,0.43333333333333335,738.9
baseline,1,16,400000,524288,mid,unseen_combo,3,3,1.0,True,145.35977559956245,0.39999999999999997,0.6000000000000001,590.1999999999999
baseline,1,17,425000,557056,mid,unseen_combo,3,3,1.0,True,144.5851124948662,0.5333333333333333,0.7666666666666666,528.6999999999999
baseline,1,18,450000,589824,mid,unseen_combo,3,3,1.0,True,139.7647938146417,0.4333333333333333,0.5666666666666667,595.5333333333333
baseline,1,19,475000,622592,mid,unseen_combo,3,3,1.0,True,149.0570414587153,0.3333333333333333,0.6,529.6333333333333
baseline,1,20,500000,655360,final,unseen_combo,3,3,1.0,True,166.90717498949678,0.49333333333333335,0.7433333333333333,449.52333333333337
baseline,2,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-1003.6760817802128,0.0,0.0,266.6333333333333
baseline,2,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-508.9278552950506,0.03333333333333333,0.06666666666666667,579.4333333333333
baseline,2,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-205.02070960873485,0.0,0.0,598.4333333333334
baseline,2,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-191.83344632893372,0.0,0.0,743.9000000000001
baseline,2,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-159.36917854518654,0.0,0.0,892.0333333333333
baseline,2,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-138.011476002019,0.0,0.0,911.6
baseline,2,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-123.06759234712119,0.0,0.0,886.2333333333332
baseline,2,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-99.40718214289494,0.0,0.0,912.3000000000001
baseline,2,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-97.14616147720834,0.0,0.0,940.9666666666667
baseline,2,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-72.08253285752927,0.03333333333333333,0.06666666666666667,937.4333333333334
baseline,2,11,275000,360448,mid,unseen_combo,3,3,1.0,True,-59.386083886680176,0.03333333333333333,0.06666666666666667,921.6999999999999
baseline,2,12,300000,393216,mid,unseen_combo,3,3,1.0,True,41.4372712766854,0.26666666666666666,0.39999999999999997,767.1999999999999
baseline,2,13,325000,425984,mid,unseen_combo,3,3,1.0,True,98.32479152369199,0.5,0.6,671.3
baseline,2,14,350000,458752,mid,unseen_combo,3,3,1.0,True,152.56360099297208,0.4000000000000001,0.7666666666666666,572.3000000000001
baseline,2,15,375000,491520,mid,unseen_combo,3,3,1.0,True,175.55670230033547,0.4000000000000001,0.7000000000000001,519.4
baseline,2,16,400000,524288,mid,unseen_combo,3,3,1.0,True,169.749029408847,0.39999999999999997,0.6999999999999998,521.7333333333333
baseline,2,17,425000,557056,mid,unseen_combo,3,3,1.0,True,187.61655069939346,0.3666666666666667,0.7000000000000001,427.7
baseline,2,18,450000,589824,mid,unseen_combo,3,3,1.0,True,181.47847988827266,0.5,0.7000000000000001,430.8
baseline,2,19,475000,622592,mid,unseen_combo,3,3,1.0,True,191.37398385605022,0.6,0.8333333333333334,441.1333333333334
baseline,2,20,500000,655360,final,unseen_combo,3,3,1.0,True,207.34826883339875,0.42333333333333334,0.7166666666666667,417.98
baseline,3,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-96.1995384022283,0.06666666666666667,0.3666666666666667,256.0
baseline,3,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-132.49949516321163,0.0,0.0,898.5666666666666
baseline,3,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-155.54231043871988,0.0,0.0,896.7999999999998
baseline,3,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-156.77984111471082,0.0,0.0,822.9
baseline,3,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-118.37260899999042,0.0,0.0,854.3333333333334
baseline,3,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-107.3241627798639,0.0,0.0,828.8333333333334
baseline,3,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-115.98326854053691,0.0,0.0,837.0999999999999
baseline,3,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-126.15371663153928,0.0,0.0,796.7666666666668
baseline,3,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-138.08968231331164,0.0,0.0,808.2333333333332
baseline,3,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-119.3720379554948,0.0,0.0,776.5333333333333
baseline,3,11,275000,360448,mid,unseen_combo,3,3,1.0,True,-106.6520298562104,0.0,0.0,808.3000000000001
baseline,3,12,300000,393216,mid,unseen_combo,3,3,1.0,True,-134.69565313829662,0.0,0.0,678.5666666666667
baseline,3,13,325000,425984,mid,unseen_combo,3,3,1.0,True,-85.72363298348547,0.03333333333333333,0.03333333333333333,783.3333333333334
baseline,3,14,350000,458752,mid,unseen_combo,3,3,1.0,True,5.458527619076764,0.3333333333333333,0.3333333333333333,720.1666666666666
baseline,3,15,375000,491520,mid,unseen_combo,3,3,1.0,True,93.21233046359215,0.3666666666666667,0.6,679.0666666666667
baseline,3,16,400000,524288,mid,unseen_combo,3,3,1.0,True,90.83766678504689,0.3666666666666667,0.5,703.7000000000002
baseline,3,17,425000,557056,mid,unseen_combo,3,3,1.0,True,94.63146833639388,0.3,0.4333333333333333,731.0
baseline,3,18,450000,589824,mid,unseen_combo,3,3,1.0,True,62.855525762781326,0.3,0.39999999999999997,680.6333333333333
baseline,3,19,475000,622592,mid,unseen_combo,3,3,1.0,True,74.75433458925848,0.4000000000000001,0.5333333333333333,639.0666666666666
baseline,3,20,500000,655360,final,unseen_combo,3,3,1.0,True,122.43045380019822,0.42,0.6000000000000001,548.3833333333333
baseline,4,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-18.257201678493946,0.2333333333333333,0.3333333333333333,158.4
baseline,4,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-78.53532243532113,0.03333333333333333,0.10000000000000002,434.0333333333333
baseline,4,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-199.50799639505567,0.0,0.0,685.7666666666668
baseline,4,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-137.61044498678964,0.0,0.0,897.9333333333334
baseline,4,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-145.9943998268689,0.0,0.0,897.1
baseline,4,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-148.28144735296203,0.0,0.0,830.3000000000001
baseline,4,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-124.49221649863917,0.0,0.0,894.9333333333334
baseline,4,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-97.57238423033267,0.0,0.0,872.3666666666667
baseline,4,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-93.51003164413949,0.03333333333333333,0.03333333333333333,783.9666666666667
baseline,4,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-81.45760069306566,0.0,0.0,836.6333333333333
baseline,4,11,275000,360448,mid,unseen_combo,3,3,1.0,True,-67.47328321800475,0.0,0.0,940.8333333333334
baseline,4,12,300000,393216,mid,unseen_combo,3,3,1.0,True,-12.73000110173654,0.09999999999999999,0.3,823.9
baseline,4,13,325000,425984,mid,unseen_combo,3,3,1.0,True,-6.541051407942404,0.20000000000000004,0.26666666666666666,736.6333333333333
baseline,4,14,350000,458752,mid,unseen_combo,3,3,1.0,True,48.2237941973465,0.19999999999999998,0.3,751.1333333333333
baseline,4,15,375000,491520,mid,unseen_combo,3,3,1.0,True,75.70704695563514,0.3,0.4666666666666666,714.8333333333334
baseline,4,16,400000,524288,mid,unseen_combo,3,3,1.0,True,121.8265815335969,0.5666666666666667,0.6333333333333334,608.6333333333333
baseline,4,17,425000,557056,mid,unseen_combo,3,3,1.0,True,168.33433473592228,0.5333333333333333,0.7333333333333334,567.1666666666666
baseline,4,18,450000,589824,mid,unseen_combo,3,3,1.0,True,177.3826986401523,0.6,0.7999999999999999,483.3999999999999
baseline,4,19,475000,622592,mid,unseen_combo,3,3,1.0,True,182.04181926854025,0.6333333333333333,0.6666666666666666,550.4333333333333
baseline,4,20,500000,655360,final,unseen_combo,3,3,1.0,True,178.31612342626713,0.5633333333333334,0.7399999999999999,465.2966666666666
baseline,5,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-180.7854681035159,0.0,0.06666666666666667,440.0333333333333
baseline,5,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-210.49050939619383,0.0,0.0,452.46666666666664
baseline,5,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-212.19270307997843,0.0,0.0,757.0333333333333
baseline,5,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-179.35483846836868,0.0,0.0,804.1333333333333
baseline,5,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-139.25931347125564,0.0,0.0,906.4333333333334
baseline,5,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-129.7911050141782,0.0,0.0,889.6
baseline,5,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-111.52369943009131,0.0,0.0,900.7666666666668
baseline,5,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-108.18071537610426,0.0,0.0,944.3000000000001
baseline,5,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-93.48383205056773,0.03333333333333333,0.03333333333333333,952.5666666666666
baseline,5,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-47.183166696181395,0.10000000000000002,0.10000000000000002,961.7333333333335
baseline,5,11,275000,360448,mid,unseen_combo,3,3,1.0,True,-6.3102337761496345,0.13333333333333333,0.26666666666666666,912.4333333333333
baseline,5,12,300000,393216,mid,unseen_combo,3,3,1.0,True,66.37210998369964,0.3333333333333333,0.5333333333333333,771.0666666666666
baseline,5,13,325000,425984,mid,unseen_combo,3,3,1.0,True,85.74181315085882,0.4666666666666666,0.5333333333333333,728.8333333333334
baseline,5,14,350000,458752,mid,unseen_combo,3,3,1.0,True,98.88662628430995,0.3333333333333333,0.6,662.5333333333333
baseline,5,15,375000,491520,mid,unseen_combo,3,3,1.0,True,172.56124880612265,0.6,0.7666666666666666,579.9666666666666
baseline,5,16,400000,524288,mid,unseen_combo,3,3,1.0,True,177.01326795361987,0.39999999999999997,0.6999999999999998,497.5999999999999
baseline,5,17,425000,557056,mid,unseen_combo,3,3,1.0,True,171.1169677405766,0.30000000000000004,0.6666666666666666,541.3333333333334
baseline,5,18,450000,589824,mid,unseen_combo,3,3,1.0,True,197.0773330378369,0.3333333333333333,0.6666666666666666,501.56666666666666
baseline,5,19,475000,622592,mid,unseen_combo,3,3,1.0,True,165.8215481534388,0.3666666666666667,0.6333333333333333,491.5666666666666
baseline,5,20,500000,655360,final,unseen_combo,3,3,1.0,True,201.77695252629005,0.49666666666666665,0.7933333333333333,432.84
baseline,6,1,25000,32768,mid,unseen_combo,3,3,1.0,True,-174.94209082679785,0.0,0.0,437.4666666666667
baseline,6,2,50000,65536,mid,unseen_combo,3,3,1.0,True,-201.91177165919703,0.0,0.0,611.4333333333333
baseline,6,3,75000,98304,mid,unseen_combo,3,3,1.0,True,-150.64669857524908,0.0,0.0,909.0666666666666
baseline,6,4,100000,131072,mid,unseen_combo,3,3,1.0,True,-131.99990726055404,0.0,0.0,918.8333333333334
baseline,6,5,125000,163840,mid,unseen_combo,3,3,1.0,True,-110.09612379738537,0.0,0.0,941.0
baseline,6,6,150000,196608,mid,unseen_combo,3,3,1.0,True,-91.41208296549854,0.0,0.0,969.7333333333332
baseline,6,7,175000,229376,mid,unseen_combo,3,3,1.0,True,-90.41754477897128,0.0,0.0,969.9
baseline,6,8,200000,262144,mid,unseen_combo,3,3,1.0,True,-69.00186850732916,0.03333333333333333,0.06666666666666667,963.8000000000001
baseline,6,9,225000,294912,mid,unseen_combo,3,3,1.0,True,-75.2588396986168,0.0,0.0,969.9666666666667
baseline,6,10,250000,327680,mid,unseen_combo,3,3,1.0,True,-80.48533946344783,0.0,0.0,937.3666666666667
