curriculum,checkpoint_idx,mean_return,std_return,mean_success_strict,std_success_strict,mean_success_soft,std_success_soft,mean_length,std_length,n_seeds
param,6,-72.62774945376111,39.763779553577095,0.08333333333333334,0.05931710140017394,0.11666666666666667,0.08351831321318283,919.4666666666666,46.76846304725514,10
param,7,-9.725537093514868,63.14341562931407,0.15666666666666668,0.10778350500246911,0.31333333333333335,0.20318452356733263,830.3266666666666,86.3200987997009,10
param,8,42.39661285787393,68.87742298136378,0.2733333333333333,0.18039736660091024,0.45666666666666667,0.2090838333844012,705.4833333333333,127.76481600924629,10
param,9,64.04505499413331,66.96074176572705,0.35333333333333333,0.1441878062000741,0.55,0.17725617926159798,620.8433333333332,131.83182707385055,10
param,10,111.17357302454397,58.97999574491504,0.3933333333333333,0.15854274650432862,0.67,0.1636391694484477,541.52,90.48256526692832,10
param,11,130.88962151813172,66.19900083382507,0.4766666666666667,0.07036062310661138,0.7166666666666666,0.12789849370245934,528.5866666666667,95.2007614867356,10
param,12,146.63744574868693,44.128832214561584,0.45,0.09460770203292444,0.7633333333333333,0.0597319113587361,481.75666666666666,74.21667153230017,10
param,13,168.2853402094981,29.30201756316425,0.4966666666666667,0.12317808046147186,0.7300000000000001,0.09993825254119494,443.55,68.446479497163,10
param,14,194.3299871293229,21.20364066200689,0.4766666666666667,0.07864594830749506,0.7766666666666666,0.10067672257843824,396.18666666666667,64.95339107656874,10
param,15,181.49729096294388,22.744633823368662,0.45999999999999996,0.07825251938515114,0.7466666666666667,0.08344437046897153,391.18,50.77996396947068,10
param,16,198.9439220325437,19.467796634458505,0.48,0.08344437046897149,0.8233333333333335,0.09434635429046125,377.12666666666667,49.88186241040789,10
param,17,208.10388883967872,24.39962475397564,0.55,0.11889408088351498,0.8166666666666667,0.0878410461157884,379.75,54.430420529446074,10
param,18,212.265246007675,25.158304293500912,0.58,0.10207719180316312,0.8400000000000001,0.06992058987801014,354.85333333333335,54.83032908577444,10
param,19,207.3997919016229,23.871566409453536,0.53,0.1211569739869687,0.8300000000000001,0.05762801102173309,342.0966666666667,52.175024652901364,10
param,20,193.6677461979548,19.639829672354377,0.5393333333333333,0.0428260910435925,0.817,0.037890355136177806,317.0483333333333,38.61388051618897,10
