curriculum,run_seed,checkpoint_idx,trained_steps,actual_timesteps,checkpoint_kind,group,mean_return,mean_success,mean_length
param,2,7,175000,229376,mid,generalization_combined,33.760055006483604,0.8833333333333333,604.2833333333334
param,2,8,200000,262144,mid,generalization_combined,51.466345958002194,0.8500000000000001,499.93333333333334
param,2,9,225000,294912,mid,generalization_combined,75.68705730705929,0.9,493.20000000000005
param,2,10,250000,327680,mid,generalization_combined,135.44872268132372,0.8999999999999999,469.75
param,2,11,275000,360448,mid,generalization_combined,142.32210257078273,0.9333333333333332,365.25
param,2,12,300000,393216,mid,generalization_combined,166.11382533638704,0.8666666666666667,402.3166666666667
param,2,13,325000,425984,mid,generalization_combined,163.7533456431475,0.8833333333333333,343.0
param,2,14,350000,458752,mid,generalization_combined,174.15344427586788,0.9833333333333334,301.98333333333335
param,2,15,375000,491520,mid,generalization_combined,171.1155776788746,0.9333333333333332,305.53333333333336
param,2,16,400000,524288,mid,generalization_combined,171.94530317884133,0.9333333333333333,284.43333333333334
param,2,17,425000,557056,mid,generalization_combined,185.41444623335028,0.95,299.75
param,2,18,450000,589824,mid,generalization_combined,191.1502357380058,0.9666666666666666,289.8333333333333
param,2,19,475000,622592,mid,generalization_combined,176.69296387964835,0.95,283.70000000000005
param,2,20,500000,655360,final,generalization_combined,197.25977445803443,0.9016666666666667,307.15166666666664
param,3,1,25000,32768,mid,generalization_combined,-16.065686676230804,1.0,141.21666666666667
param,3,2,50000,65536,mid,generalization_combined,-48.28980791207478,0.9833333333333334,243.96666666666667
param,3,3,75000,98304,mid,generalization_combined,-22.163275590811786,0.9833333333333334,304.6333333333333
param,3,4,100000,131072,mid,generalization_combined,-43.376008868146336,0.9833333333333334,441.3166666666667
param,3,5,125000,163840,mid,generalization_combined,20.4381907798299,0.8833333333333333,643.2666666666667
param,3,6,150000,196608,mid,generalization_combined,9.51736519982598,0.5333333333333333,829.0833333333334
param,3,7,175000,229376,mid,generalization_combined,32.05410822750813,0.6833333333333333,751.1666666666667
param,3,8,200000,262144,mid,generalization_combined,-10.288839481200887,0.8666666666666667,583.8666666666667
param,3,9,225000,294912,mid,generalization_combined,27.934859688840245,0.95,428.9666666666667
param,3,10,250000,327680,mid,generalization_combined,66.74085627100136,0.8833333333333333,507.35
param,3,11,275000,360448,mid,generalization_combined,137.30735213371074,0.9166666666666666,459.05
param,3,12,300000,393216,mid,generalization_combined,121.43141487226877,0.9333333333333332,428.46666666666664
param,3,13,325000,425984,mid,generalization_combined,148.53300959555298,0.9333333333333333,363.76666666666665
param,3,14,350000,458752,mid,generalization_combined,178.75279676729514,0.9833333333333334,300.51666666666665
param,3,15,375000,491520,mid,generalization_combined,141.3370119940576,0.9666666666666666,275.91666666666663
param,3,16,400000,524288,mid,generalization_combined,154.0515872758199,0.9666666666666666,274.7166666666667
param,3,17,425000,557056,mid,generalization_combined,173.0833181610879,0.9833333333333334,259.0
param,3,18,450000,589824,mid,generalization_combined,173.932364775131,0.95,273.5833333333333
param,3,19,475000,622592,mid,generalization_combined,177.44561574132075,0.9833333333333334,230.8
param,3,20,500000,655360,final,generalization_combined,189.21590166911702,0.9283333333333332,283.365
param,4,1,25000,32768,mid,generalization_combined,-195.51892932881844,0.9833333333333334,375.2166666666667
param,4,2,50000,65536,mid,generalization_combined,-215.50374392056386,0.9333333333333332,433.0
param,4,3,75000,98304,mid,generalization_combined,-189.11056921455406,0.6833333333333333,581.8166666666666
param,4,4,100000,131072,mid,generalization_combined,-140.9043241420021,0.08333333333333334,926.9166666666667
param,4,5,125000,163840,mid,generalization_combined,-110.06951490524654,0.08333333333333334,935.8833333333334
param,4,6,150000,196608,mid,generalization_combined,-94.14705050001393,0.15000000000000002,907.4499999999999
param,4,7,175000,229376,mid,generalization_combined,-11.687388773210394,0.3,860.5999999999999
param,4,8,200000,262144,mid,generalization_combined,110.9896047850934,0.8,692.45
param,4,9,225000,294912,mid,generalization_combined,164.47674284207068,0.9833333333333334,520.7
param,4,10,250000,327680,mid,generalization_combined,194.37766100626015,0.9833333333333334,405.45000000000005
param,4,11,275000,360448,mid,generalization_combined,189.100253898154,0.9333333333333333,361.93333333333334
param,4,12,300000,393216,mid,generalization_combined,192.32154109355028,0.9,329.5166666666667
param,4,13,325000,425984,mid,generalization_combined,195.26237709203707,0.95,325.6333333333333
param,4,14,350000,458752,mid,generalization_combined,192.37489096519857,0.9666666666666666,290.68333333333334
param,4,15,375000,491520,mid,generalization_combined,191.3166493572196,0.95,296.41666666666663
param,4,16,400000,524288,mid,generalization_combined,183.27741335607092,0.9833333333333334,250.75
param,4,17,425000,557056,mid,generalization_combined,178.85282490331423,0.9333333333333333,298.31666666666666
param,4,18,450000,589824,mid,generalization_combined,181.6061591970751,0.9166666666666666,299.71666666666664
param,4,19,475000,622592,mid,generalization_combined,182.6698443842946,0.9166666666666666,285.18333333333334
param,4,20,500000,655360,final,generalization_combined,193.1081319576216,0.9083333333333334,277.96833333333336
param,5,1,25000,32768,mid,generalization_combined,-101.63602764313084,1.0,322.3333333333333
param,5,2,50000,65536,mid,generalization_combined,-221.4416072652462,0.95,459.76666666666665
param,5,3,75000,98304,mid,generalization_combined,-156.93193945596335,0.6333333333333333,633.7666666666667
param,5,4,100000,131072,mid,generalization_combined,-137.09454372101538,0.25,876.4833333333333
param,5,5,125000,163840,mid,generalization_combined,-151.84386154302615,0.2,931.0333333333333
param,5,6,150000,196608,mid,generalization_combined,-101.4424402733195,0.03333333333333333,994.6500000000001
param,5,7,175000,229376,mid,generalization_combined,-34.10641838979055,0.31666666666666665,870.1500000000001
param,5,8,200000,262144,mid,generalization_combined,-23.76984460225738,0.3833333333333333,803.5333333333333
param,5,9,225000,294912,mid,generalization_combined,-19.911734872185573,0.33333333333333337,798.5333333333333
param,5,10,250000,327680,mid,generalization_combined,19.467531145759075,0.4833333333333333,693.45
param,5,11,275000,360448,mid,generalization_combined,88.31958170923895,0.75,601.15
param,5,12,300000,393216,mid,generalization_combined,155.3298785233677,0.8500000000000001,497.68333333333334
param,5,13,325000,425984,mid,generalization_combined,154.43708689843785,0.9,521.1333333333333
param,5,14,350000,458752,mid,generalization_combined,177.72733632372055,0.95,340.18333333333334
param,5,15,375000,491520,mid,generalization_combined,159.96729744223734,0.95,307.0333333333333
param,5,16,400000,524288,mid,generalization_combined,151.6172285070728,0.9,346.51666666666665
param,5,17,425000,557056,mid,generalization_combined,172.6242185421977,0.9666666666666666,318.31666666666666
param,5,18,450000,589824,mid,generalization_combined,159.4955271738153,0.9333333333333332,271.48333333333335
param,5,19,475000,622592,mid,generalization_combined,169.01599130938058,0.95,288.4166666666667
param,5,20,500000,655360,final,generalization_combined,172.99395196241724,0.915,315.0083333333333
param,6,1,25000,32768,mid,generalization_combined,-185.56463384152545,1.0,250.7
param,6,2,50000,65536,mid,generalization_combined,-225.33997833961172,0.6666666666666666,663.1833333333333
param,6,3,75000,98304,mid,generalization_combined,-215.6417447407754,0.25,837.1333333333333
param,6,4,100000,131072,mid,generalization_combined,-183.71861622795365,0.03333333333333333,972.6500000000001
param,6,5,125000,163840,mid,generalization_combined,-137.39643888132935,0.0,1000.0
param,6,6,150000,196608,mid,generalization_combined,-53.133148623946504,0.16666666666666666,945.3333333333333
param,6,7,175000,229376,mid,generalization_combined,118.66454622756407,0.7833333333333334,686.1166666666666
param,6,8,200000,262144,mid,generalization_combined,147.41419080884884,0.9166666666666666,492.7166666666667
param,6,9,225000,294912,mid,generalization_combined,172.68754990272953,0.9166666666666666,459.51666666666665
param,6,10,250000,327680,mid,generalization_combined,142.8225671492447,0.8999999999999999,436.48333333333335
param,6,11,275000,360448,mid,generalization_combined,181.43667613396923,0.95,403.05
param,6,12,300000,393216,mid,generalization_combined,191.16688970544288,0.9333333333333333,382.9833333333333
param,6,13,325000,425984,mid,generalization_combined,168.26672662224428,0.9333333333333332,416.48333333333335
param,6,14,350000,458752,mid,generalization_combined,174.09371368458298,0.9833333333333334,331.93333333333334
param,6,15,375000,491520,mid,generalization_combined,171.79172368925418,0.95,366.4666666666667
param,6,16,400000,524288,mid,generalization_combined,162.58702452707607,0.9,451.9666666666667
param,6,17,425000,557056,mid,generalization_combined,210.53242444286192,0.9833333333333334,342.75
param,6,18,450000,589824,mid,generalization_combined,212.33057014175728,0.9833333333333334,311.5666666666667
param,6,19,475000,622592,mid,generalization_combined,218.176280172906,0.95,342.2333333333333
param,6,20,500000,655360,final,generalization_combined,220.22595235689255,0.9333333333333335,351.6066666666667
param,7,1,25000,32768,mid,generalization_combined,-166.0217756330181,1.0,247.7
param,7,2,50000,65536,mid,generalization_combined,-155.46706252496466,0.9833333333333334,320.7
param,7,3,75000,98304,mid,generalization_combined,-187.1839749795344,0.5833333333333334,662.2333333333333
param,7,4,100000,131072,mid,generalization_combined,-184.68942972806352,0.2,904.4166666666667
param,7,5,125000,163840,mid,generalization_combined,-140.8688120883773,0.03333333333333333,984.1333333333334
param,7,6,150000,196608,mid,generalization_combined,-85.10771871343738,0.09999999999999999,961.8833333333333
param,7,7,175000,229376,mid,generalization_combined,-40.3969812497856,0.44999999999999996,805.6499999999999
param,7,8,200000,262144,mid,generalization_combined,-32.82055083179757,0.3666666666666667,816.4166666666667
param,7,9,225000,294912,mid,generalization_combined,35.14141496246934,0.55,716.5333333333333
param,7,10,250000,327680,mid,generalization_combined,92.22041022313532,0.8333333333333333,565.5166666666668
param,7,11,275000,360448,mid,generalization_combined,55.673610115037555,0.55,618.1833333333334
param,7,12,300000,393216,mid,generalization_combined,137.7043371205238,0.8666666666666667,501.95000000000005
param,7,13,325000,425984,mid,generalization_combined,169.25906189633486,0.9666666666666667,413.8666666666667
param,7,14,350000,458752,mid,generalization_combined,195.19745364669552,0.9833333333333334,332.73333333333335
param,7,15,375000,491520,mid,generalization_combined,181.7013318505639,0.9166666666666666,318.1333333333333
param,7,16,400000,524288,mid,generalization_combined,185.57615976651653,1.0,292.2
param,7,17,425000,557056,mid,generalization_combined,200.40126101792163,0.9333333333333333,284.90000000000003
param,7,18,450000,589824,mid,generalization_combined,189.21543384187123,0.9333333333333332,268.18333333333334
param,7,19,475000,622592,mid,generalization_combined,194.35839991355041,0.9333333333333333,274.1333333333333
param,7,20,500000,655360,final,generalization_combined,197.69124223086448,0.8916666666666666,287.30333333333334
param,8,1,25000,32768,mid,generalization_combined,-187.38272007615257,0.9833333333333334,439.29999999999995
param,8,2,50000,65536,mid,generalization_combined,-225.88140555991265,0.9,429.1333333333333
param,8,3,75000,98304,mid,generalization_combined,-213.37320211732026,0.7333333333333334,553.2666666666667
param,8,4,100000,131072,mid,generalization_combined,-161.16021345266537,0.18333333333333332,847.75
param,8,5,125000,163840,mid,generalization_combined,-137.93026727778187,0.11666666666666667,913.3833333333332
param,8,6,150000,196608,mid,generalization_combined,-116.67925242790595,0.016666666666666666,985.95
param,8,7,175000,229376,mid,generalization_combined,-81.2204842270655,0.15,954.85
param,8,8,200000,262144,mid,generalization_combined,-25.524486577124325,0.31666666666666665,924.6166666666666
param,8,9,225000,294912,mid,generalization_combined,-49.35175852567913,0.33333333333333337,852.9333333333334
param,8,10,250000,327680,mid,generalization_combined,-5.5615467805245995,0.5833333333333333,673.15
param,8,11,275000,360448,mid,generalization_combined,52.19610668105656,0.6499999999999999,634.1666666666666
param,8,12,300000,393216,mid,generalization_combined,96.77749690011366,0.7,543.9666666666667
param,8,13,325000,425984,mid,generalization_combined,148.90814000591982,0.8833333333333333,503.01666666666665
param,8,14,350000,458752,mid,generalization_combined,166.38229854461107,0.9166666666666666,424.2
param,8,15,375000,491520,mid,generalization_combined,177.727789371077,0.9166666666666666,400.45000000000005
param,8,16,400000,524288,mid,generalization_combined,203.41764129895793,0.9,396.9333333333333
param,8,17,425000,557056,mid,generalization_combined,218.7933620589468,0.9166666666666666,368.59999999999997
param,8,18,450000,589824,mid,generalization_combined,220.2661467105463,0.9333333333333333,372.9333333333334
param,8,19,475000,622592,mid,generalization_combined,227.50267018714806,0.9666666666666667,337.76666666666665
param,8,20,500000,655360,final,generalization_combined,219.10773346637347,0.9233333333333333,352.3166666666666
param,9,1,25000,32768,mid,generalization_combined,-109.13389971226013,0.9666666666666667,251.75
param,9,2,50000,65536,mid,generalization_combined,-181.58834564224622,0.7333333333333334,592.65
param,9,3,75000,98304,mid,generalization_combined,-147.13177502885077,0.4666666666666667,707.6333333333334
param,9,4,100000,131072,mid,generalization_combined,-129.16651153991418,0.11666666666666667,915.2666666666667
param,9,5,125000,163840,mid,generalization_combined,-105.74850520337057,0.06666666666666668,946.8499999999999
param,9,6,150000,196608,mid,generalization_combined,-69.4639806277443,0.11666666666666667,952.1333333333334
param,9,7,175000,229376,mid,generalization_combined,-72.87466286697456,0.11666666666666665,947.0333333333333
param,9,8,200000,262144,mid,generalization_combined,-43.70678540226005,0.2,905.1666666666666
param,9,9,225000,294912,mid,generalization_combined,12.394070670984268,0.46666666666666673,808.8
param,9,10,250000,327680,mid,generalization_combined,126.8072377678804,0.95,498.25
param,9,11,275000,360448,mid,generalization_combined,155.5149247262142,0.9666666666666667,404.24999999999994
param,9,12,300000,393216,mid,generalization_combined,145.71315653873157,0.9833333333333334,345.99999999999994
param,9,13,325000,425984,mid,generalization_combined,195.6593506195614,1.0,329.23333333333335
param,9,14,350000,458752,mid,generalization_combined,172.3281621817356,0.9666666666666667,281.1166666666667
param,9,15,375000,491520,mid,generalization_combined,180.0219970471424,1.0,282.7833333333333
param,9,16,400000,524288,mid,generalization_combined,191.92970479549962,0.9666666666666667,302.01666666666665
param,9,17,425000,557056,mid,generalization_combined,194.17934449534437,0.9833333333333334,303.55
param,9,18,450000,589824,mid,generalization_combined,175.93708956544742,0.9666666666666667,278.3333333333333
param,9,19,475000,622592,mid,generalization_combined,188.80702661865757,0.9666666666666667,291.04999999999995
param,9,20,500000,655360,final,generalization_combined,209.591397111157,0.915,314.7833333333333
baseline,0,1,25000,32768,mid,training_like,-364.9439903806924,0.95,232.1
baseline,0,2,50000,65536,mid,training_like,-225.6707273146949,0.95,258.07500000000005
baseline,0,3,75000,98304,mid,training_like,-220.5375292759669,0.95,296.85
baseline,0,4,100000,131072,mid,training_like,-253.83045254200243,0.27499999999999997,757.6500000000001
baseline,0,5,125000,163840,mid,training_like,-187.68761126644688,0.125,924.075
baseline,0,6,150000,196608,mid,training_like,-144.5578490672476,0.025,992.575
baseline,0,7,175000,229376,mid,training_like,-105.92885487466883,0.0,1000.0
baseline,0,8,200000,262144,mid,training_like,-70.01603869351403,0.0,1000.0
baseline,0,9,225000,294912,mid,training_like,-73.22507673004706,0.025,993.2
baseline,0,10,250000,327680,mid,training_like,-75.92248189264829,0.0,1000.0
baseline,0,11,275000,360448,mid,training_like,-51.9652371980861,0.0,1000.0
baseline,0,12,300000,393216,mid,training_like,-45.133612564775376,0.0,1000.0
baseline,0,13,325000,425984,mid,training_like,-46.859217300472295,0.0,1000.0
baseline,0,14,350000,458752,mid,training_like,-15.687831261631283,0.17500000000000002,958.4000000000001
baseline,0,15,375000,491520,mid,training_like,110.17113877342155,0.625,740.95
baseline,0,16,400000,524288,mid,training_like,205.51633881530577,0.9,471.375
baseline,0,17,425000,557056,mid,training_like,209.79996732028172,0.9,406.0
baseline,0,18,450000,589824,mid,training_like,220.0572803627419,0.925,366.175
baseline,0,19,475000,622592,mid,training_like,223.51188838357336,1.0,307.525
baseline,0,20,500000,655360,final,training_like,229.57945266162832,0.9175000000000001,353.615
baseline,1,1,25000,32768,mid,training_like,-157.80438429637144,0.975,186.17499999999998
baseline,1,2,50000,65536,mid,training_like,-176.73687833761667,0.95,224.475
baseline,1,3,75000,98304,mid,training_like,-198.03162276175408,0.975,338.025
baseline,1,4,100000,131072,mid,training_like,-214.1082894951238,0.975,481.72499999999997
baseline,1,5,125000,163840,mid,training_like,-177.90819332262404,0.55,699.35
baseline,1,6,150000,196608,mid,training_like,-116.881308176522,0.175,865.425
baseline,1,7,175000,229376,mid,training_like,-100.04830042622709,0.15,878.8
baseline,1,8,200000,262144,mid,training_like,-116.70723524195255,0.19999999999999998,888.075
baseline,1,9,225000,294912,mid,training_like,-88.50454633659109,0.025,989.05
baseline,1,10,250000,327680,mid,training_like,-95.99683523263201,0.05,978.2750000000001
baseline,1,11,275000,360448,mid,training_like,-104.43451359626488,0.1,971.775
baseline,1,12,300000,393216,mid,training_like,-83.79082573090454,0.0,1000.0
baseline,1,13,325000,425984,mid,training_like,-75.58228780855879,0.025,997.425
baseline,1,14,350000,458752,mid,training_like,-16.032843171812655,0.3,888.45
baseline,1,15,375000,491520,mid,training_like,-62.38327285215437,0.125,968.725
baseline,1,16,400000,524288,mid,training_like,164.58544491980456,0.9,534.1
baseline,1,17,425000,557056,mid,training_like,173.01507504026816,0.8749999999999999,525.8499999999999
baseline,1,18,450000,589824,mid,training_like,139.0188491624977,0.7,613.7
baseline,1,19,475000,622592,mid,training_like,150.65324926277884,0.825,556.0749999999999
baseline,1,20,500000,655360,final,training_like,186.9323760359842,0.87,451.3725
baseline,2,1,25000,32768,mid,training_like,-919.4976824780563,0.975,237.22499999999997
baseline,2,2,50000,65536,mid,training_like,-253.07531897719477,0.875,501.90000000000003
baseline,2,3,75000,98304,mid,training_like,-213.31271196828678,0.95,538.1
baseline,2,4,100000,131072,mid,training_like,-199.13114847350397,0.55,661.9749999999999
baseline,2,5,125000,163840,mid,training_like,-173.77645005951734,0.375,795.85
baseline,2,6,150000,196608,mid,training_like,-149.6913605073176,0.22499999999999998,806.7249999999999
baseline,2,7,175000,229376,mid,training_like,-130.32099988730297,0.175,850.225
baseline,2,8,200000,262144,mid,training_like,-106.80359734188323,0.1,914.075
baseline,2,9,225000,294912,mid,training_like,-99.88607578610763,0.07500000000000001,935.475
baseline,2,10,250000,327680,mid,training_like,-91.62356584166992,0.025,978.55
baseline,2,11,275000,360448,mid,training_like,-85.90498086160841,0.1,914.4749999999999
baseline,2,12,300000,393216,mid,training_like,-34.24950144617178,0.225,839.275
baseline,2,13,325000,425984,mid,training_like,31.93212425489562,0.47500000000000003,775.4749999999999
baseline,2,14,350000,458752,mid,training_like,162.79226123283095,0.9,585.025
baseline,2,15,375000,491520,mid,training_like,192.16887169460242,0.9,532.975
baseline,2,16,400000,524288,mid,training_like,170.3397533279251,0.875,530.1
baseline,2,17,425000,557056,mid,training_like,198.937912354278,0.875,507.45
baseline,2,18,450000,589824,mid,training_like,216.1207536601769,1.0,435.37500000000006
baseline,2,19,475000,622592,mid,training_like,224.1824872551333,0.975,421.75
baseline,2,20,500000,655360,final,training_like,226.17116350110052,0.935,400.625
baseline,3,1,25000,32768,mid,training_like,-116.24073657266273,0.9249999999999999,278.125
baseline,3,2,50000,65536,mid,training_like,-157.43609711759927,0.2,872.475
baseline,3,3,75000,98304,mid,training_like,-165.15732452400553,0.375,668.15
baseline,3,4,100000,131072,mid,training_like,-170.61940163853492,0.525,625.075
baseline,3,5,125000,163840,mid,training_like,-145.1464779587647,0.45,646.2750000000001
baseline,3,6,150000,196608,mid,training_like,-131.0738349124982,0.35000000000000003,684.575
baseline,3,7,175000,229376,mid,training_like,-131.08468578822578,0.35,681.9250000000001
baseline,3,8,200000,262144,mid,training_like,-144.89113997383666,0.47500000000000003,564.575
baseline,3,9,225000,294912,mid,training_like,-149.21409186196325,0.45,575.95
baseline,3,10,250000,327680,mid,training_like,-151.68382705461943,0.5249999999999999,562.825
baseline,3,11,275000,360448,mid,training_like,-142.41254588607333,0.5249999999999999,541.8000000000001
baseline,3,12,300000,393216,mid,training_like,-159.88996155097675,0.575,547.125
baseline,3,13,325000,425984,mid,training_like,-124.50375873605452,0.39999999999999997,662.9
baseline,3,14,350000,458752,mid,training_like,-84.11597461997422,0.4,714.25
baseline,3,15,375000,491520,mid,training_like,55.507713146528666,0.825,641.1
baseline,3,16,400000,524288,mid,training_like,39.58865491288058,0.7249999999999999,655.7
baseline,3,17,425000,557056,mid,training_like,84.42866769508367,0.8,646.75
baseline,3,18,450000,589824,mid,training_like,36.78127430244899,0.625,719.5
baseline,3,19,475000,622592,mid,training_like,27.83385657905665,0.7,656.0500000000001
baseline,3,20,500000,655360,final,training_like,125.13848021971334,0.82,572.8774999999999
baseline,4,1,25000,32768,mid,training_like,2.415213960233231,1.0,182.175
baseline,4,2,50000,65536,mid,training_like,-84.56618569119965,0.9,461.15
baseline,4,3,75000,98304,mid,training_like,-201.55704996501098,0.8,628.525
baseline,4,4,100000,131072,mid,training_like,-153.13842408309628,0.25,788.6500000000001
baseline,4,5,125000,163840,mid,training_like,-164.23390496129252,0.32500000000000007,805.325
baseline,4,6,150000,196608,mid,training_like,-168.24758756531736,0.375,781.75
baseline,4,7,175000,229376,mid,training_like,-148.2978553877543,0.25,826.7750000000001
baseline,4,8,200000,262144,mid,training_like,-119.16271037842125,0.22499999999999998,829.625
baseline,4,9,225000,294912,mid,training_like,-116.10747149311379,0.24999999999999997,812.4
baseline,4,10,250000,327680,mid,training_like,-98.37795985494765,0.175,859.575
baseline,4,11,275000,360448,mid,training_like,-94.59122602677598,0.15000000000000002,882.925
baseline,4,12,300000,393216,mid,training_like,-83.43434174014166,0.1,961.3
baseline,4,13,325000,425984,mid,training_like,-24.28155716663304,0.275,867.3
baseline,4,14,350000,458752,mid,training_like,18.74067161506531,0.4,890.8750000000001
baseline,4,15,375000,491520,mid,training_like,60.58260018670374,0.525,854.5500000000001
baseline,4,16,400000,524288,mid,training_like,125.43421553758914,0.725,723.0
baseline,4,17,425000,557056,mid,training_like,172.43540085968456,0.95,584.1750000000001
baseline,4,18,450000,589824,mid,training_like,195.9496897357384,0.8500000000000001,530.125
baseline,4,19,475000,622592,mid,training_like,190.47619657473643,0.8749999999999999,542.125
baseline,4,20,500000,655360,final,training_like,182.38967373045173,0.9175000000000001,473.3550000000001
baseline,5,1,25000,32768,mid,training_like,-198.52197840758018,0.875,469.4
baseline,5,2,50000,65536,mid,training_like,-216.55279289248352,0.95,463.07500000000005
baseline,5,3,75000,98304,mid,training_like,-237.46247154875945,0.675,671.85
baseline,5,4,100000,131072,mid,training_like,-209.1080114453017,0.5499999999999999,709.95
baseline,5,5,125000,163840,mid,training_like,-167.8758743775541,0.25,858.825
baseline,5,6,150000,196608,mid,training_like,-144.19615082094398,0.275,872.575
baseline,5,7,175000,229376,mid,training_like,-141.92710685089406,0.35,841.3499999999999
baseline,5,8,200000,262144,mid,training_like,-165.34955847462524,0.35,897.575
baseline,5,9,225000,294912,mid,training_like,-120.62614480704508,0.15000000000000002,897.6
baseline,5,10,250000,327680,mid,training_like,-95.80967670059886,0.07500000000000001,936.8
baseline,5,11,275000,360448,mid,training_like,-86.98378488392191,0.07500000000000001,936.85
baseline,5,12,300000,393216,mid,training_like,-59.54858257472249,0.175,908.45
baseline,5,13,325000,425984,mid,training_like,27.623620161602602,0.4,884.675
baseline,5,14,350000,458752,mid,training_like,105.67658349309046,0.7250000000000001,774.075
baseline,5,15,375000,491520,mid,training_like,152.8445375446436,0.825,691.0250000000001
baseline,5,16,400000,524288,mid,training_like,178.75684333521733,0.875,574.25
baseline,5,17,425000,557056,mid,training_like,194.63552289868227,0.95,500.79999999999995
baseline,5,18,450000,589824,mid,training_like,204.06392041840135,0.95,463.325
baseline,5,19,475000,622592,mid,training_like,197.22950066298148,0.85,487.25
baseline,5,20,500000,655360,final,training_like,209.71849569413496,0.89,431.94750000000005
baseline,6,1,25000,32768,mid,training_like,-202.91432067261886,0.975,456.475
baseline,6,2,50000,65536,mid,training_like,-220.78748972861686,0.825,659.425
baseline,6,3,75000,98304,mid,training_like,-175.31611591624898,0.35000000000000003,792.3999999999999
baseline,6,4,100000,131072,mid,training_like,-158.37208994456387,0.2,889.35
baseline,6,5,125000,163840,mid,training_like,-140.08435655105478,0.19999999999999998,827.25
baseline,6,6,150000,196608,mid,training_like,-127.87008067687768,0.175,847.575
baseline,6,7,175000,229376,mid,training_like,-129.4269455228532,0.17500000000000002,847.9250000000001
baseline,6,8,200000,262144,mid,training_like,-117.59467128687248,0.22499999999999998,805.125
baseline,6,9,225000,294912,mid,training_like,-117.8287050787145,0.2,826.7750000000001
baseline,6,10,250000,327680,mid,training_like,-113.41199268214805,0.19999999999999998,827.075
baseline,6,11,275000,360448,mid,training_like,-104.16599250676146,0.1,913.675
baseline,6,12,300000,393216,mid,training_like,-86.99366891931078,0.05,956.625
baseline,6,13,325000,425984,mid,training_like,-77.9020059794274,0.025,978.425
baseline,6,14,350000,458752,mid,training_like,-28.158448488932997,0.15000000000000002,950.55
baseline,6,15,375000,491520,mid,training_like,-20.998297392347755,0.15000000000000002,976.45
baseline,6,16,400000,524288,mid,training_like,-53.163691564570854,0.07500000000000001,949.05
baseline,6,17,425000,557056,mid,training_like,9.632711212259153,0.3,847.5999999999999
baseline,6,18,450000,589824,mid,training_like,94.3332189923909,0.6000000000000001,739.875
baseline,6,19,475000,622592,mid,training_like,87.17211371361498,0.6,727.975
baseline,6,20,500000,655360,final,training_like,87.57154062129777,0.565,753.6225
baseline,7,1,25000,32768,mid,training_like,-60.86409998637828,1.0,114.1
baseline,7,2,50000,65536,mid,training_like,-5.310949190769406,1.0,231.85
baseline,7,3,75000,98304,mid,training_like,-189.10399316825277,0.95,491.975
baseline,7,4,100000,131072,mid,training_like,-155.76771408456534,0.32500000000000007,785.45
baseline,7,5,125000,163840,mid,training_like,-185.235164346738,0.6,664.4
baseline,7,6,150000,196608,mid,training_like,-212.62846969126537,0.825,530.7
baseline,7,7,175000,229376,mid,training_like,-161.76347742789065,0.475,725.675
baseline,7,8,200000,262144,mid,training_like,-144.84402574891502,0.275,837.125
baseline,7,9,225000,294912,mid,training_like,-127.86017603025421,0.1,914.95
baseline,7,10,250000,327680,mid,training_like,-131.167529870037,0.1,953.0
baseline,7,11,275000,360448,mid,training_like,-142.74842227982018,0.2,951.5
baseline,7,12,300000,393216,mid,training_like,-142.23896387886992,0.25,907.875
baseline,7,13,325000,425984,mid,training_like,-131.93175092680036,0.325,848.55
baseline,7,14,350000,458752,mid,training_like,-119.00869590193707,0.17500000000000002,916.4
baseline,7,15,375000,491520,mid,training_like,0.33379185027032854,0.625,693.55
baseline,7,16,400000,524288,mid,training_like,-10.813168982258185,0.6,671.625
baseline,7,17,425000,557056,mid,training_like,82.82159648905042,0.9249999999999999,453.95
baseline,7,18,450000,589824,mid,training_like,105.4540626989332,0.85,497.875
baseline,7,19,475000,622592,mid,training_like,59.77843183657187,0.7000000000000001,592.2
baseline,7,20,500000,655360,final,training_like,152.22390241265168,0.8,526.8225
baseline,8,1,25000,32768,mid,training_like,-195.74921888720124,1.0,353.375
baseline,8,2,50000,65536,mid,training_like,-154.03951684893156,0.875,445.04999999999995
baseline,8,3,75000,98304,mid,training_like,-202.84572597551852,0.9,473.40000000000003
baseline,8,4,100000,131072,mid,training_like,-187.0124120366452,0.725,569.6
baseline,8,5,125000,163840,mid,training_like,-191.36145065804894,0.8,632.0250000000001
baseline,8,6,150000,196608,mid,training_like,-170.11055460648947,0.7000000000000001,666.625
baseline,8,7,175000,229376,mid,training_like,-99.12188465703454,0.19999999999999998,872.475
baseline,8,8,200000,262144,mid,training_like,-87.4266630644408,0.1,953.1
baseline,8,9,225000,294912,mid,training_like,-44.87568338789116,0.55,777.6
baseline,8,10,250000,327680,mid,training_like,90.23956126757244,0.875,658.95
baseline,8,11,275000,360448,mid,training_like,119.4990860736235,0.925,582.0
baseline,8,12,300000,393216,mid,training_like,121.62217467760388,0.875,612.975
baseline,8,13,325000,425984,mid,training_like,157.85282238538247,0.8250000000000001,533.6
baseline,8,14,350000,458752,mid,training_like,184.12657858716676,0.8500000000000001,575.4250000000001
baseline,8,15,375000,491520,mid,training_like,179.51047510731067,0.875,533.375
